timestamp_ns,time_s,segment_id,segment_kind,mode,run_id,quality,lio_position_error_gt_m_rms,lio_position_error_gt_m_p95,lio_position_error_gt_m_max,lio_velocity_error_gt_mps_rms,lio_velocity_error_gt_mps_p95,lio_velocity_error_gt_mps_max,px4_position_error_gt_m_rms,px4_position_error_gt_m_p95,px4_position_error_gt_m_max,px4_velocity_error_gt_mps_rms,px4_velocity_error_gt_mps_p95,px4_velocity_error_gt_mps_max
,,LAT_00,,,sim-check-20260904T161026-161202,GOOD,0.061435015282859495,0.08044430919369527,0.0855958564602216,0.03813167466081561,0.054641962944464266,0.07788263431258809,0.05372648141064359,0.06649183293664147,0.07093204163662925,0.3529308899971154,0.4325515509035625,0.5180888378581295
,,LAT_01,,,sim-check-20260904T161026-161202,UNUSABLE,0.19678772476363096,0.2162852231903439,0.2192657633909734,0.03621313297197705,0.06846298992600122,0.13293111183270565,0.07617642514643452,0.15011985271589331,0.2513556782320641,0.8995806385142419,1.5216147288328383,1.6193861778345304
,,LAT_02,,,sim-check-20260904T161026-161202,UNUSABLE,0.342765648163796,0.36403445046382993,0.37139202268769117,0.059436295953674556,0.13278481435471035,0.16296111502244712,0.13128453262539316,0.21066887784775837,0.28275127063368216,1.59109409667564,2.617947495827744,2.665007139978626
,,LAT_03,,,sim-check-20260904T161026-161202,UNUSABLE,0.49473429978606304,0.5362832565147376,0.5405055316995581,0.08731084197215888,0.17094029775928962,0.19377476321882656,0.16851144427412554,0.241069382384822,0.28974782783708963,2.206278608150312,3.51050663137451,3.5467856068116372
