run,origin,kind,bag_observer_ns,ros_now_ns,px4_source_stamp_ns,diagnostic_sequence,attempt_generation,outcome,nav_state,executor_in_charge,flags,retry_deadline_steady_ns,raw_command,raw_result,source_file
W5,PX4_RAW,RAW_MODE_COMMAND_ACK,1790145920290099856,,25220000000,,,,,,,,100001:,0,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/px4_protocol_raw.jsonl
W5,AUDIT,EXECUTOR_ACTIVATE,1790145920294659964,25208000000,0,266,0,0,,,0,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,PX4_RAW,RAW_HOLD_COMMAND,1790145921412798775,,0,,,,,,,,100001:4.0,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/px4_protocol_raw.jsonl
W5,PX4_RAW,RAW_MODE_COMMAND_ACK,1790145921430004791,,26132000000,,,,,,,,100001:,0,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/px4_protocol_raw.jsonl
W5,AUDIT,HOLD_REQUEST,1790145921430866016,26116000000,0,391,0,0,,,9,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,SCHEDULE_ATTEMPT,1790145921430870441,26116000000,0,392,1,0,,,11,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,RETRY_TICK,1790145921430879074,26132000000,0,394,1,0,,,11,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145921454796793,26144000000,26144000000,396,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145922094790132,26648000000,26648000000,397,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145922714744085,27152000000,27152000000,399,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145923354777544,27656000000,27656000000,401,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145923974776606,28160000000,28160000000,402,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145924614911918,28664000000,28664000000,404,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145925234778888,29168000000,29168000000,405,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145925874765234,29672000000,29672000000,407,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145926494752299,30176000000,30176000000,409,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145927134841824,30680000000,30680000000,410,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145927754767060,31184000000,31184000000,412,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145928394830777,31688000000,31688000000,413,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145929014792934,32192000000,32192000000,415,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145929654812360,32696000000,32696000000,417,1,1,4,1,12,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
