run,origin,kind,bag_observer_ns,ros_now_ns,px4_source_stamp_ns,diagnostic_sequence,attempt_generation,outcome,nav_state,executor_in_charge,flags,retry_deadline_steady_ns,raw_command,raw_result,source_file
W5,AUDIT,VEHICLE_STATUS,1790145898634848694,7892000000,7892000000,64,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,PX4_RAW,RAW_MODE_COMMAND_ACK,1790145905139918690,,13100000000,,,,,,,,100001:,0,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/px4_protocol_raw.jsonl
W5,AUDIT,EXECUTOR_ACTIVATE,1790145905141221883,13088000000,0,214,0,0,,,0,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,PX4_RAW,RAW_MODE_COMMAND_ACK,1790145905170124821,,13124000000,,,,,,,,100001:,0,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/px4_protocol_raw.jsonl
W5,AUDIT,EXECUTOR_DEACTIVATE,1790145905394822958,13288000000,0,223,0,2,,,0,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145905394842069,13288000000,13136000000,224,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145905834744059,13640000000,13640000000,225,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145906454734332,14144000000,14144000000,227,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,PX4_RAW,RAW_MODE_COMPLETED,1790145914965440846,,20960000000,,,,17,,,,:,0,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/px4_protocol_raw.jsonl
W5,AUDIT,VEHICLE_STATUS,1790145914994784575,20972000000,20972000000,250,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145915614805229,21476000000,21476000000,252,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145916254838219,21980000000,21980000000,254,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145916874746887,22484000000,22484000000,255,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145917514838462,22988000000,22988000000,257,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145918134763891,23492000000,23492000000,258,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145918774782089,23996000000,23996000000,260,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145919394822374,24500000000,24500000000,262,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,AUDIT,VEHICLE_STATUS,1790145920034784258,25004000000,25004000000,263,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
W5,PX4_RAW,RAW_MODE_COMMAND_ACK,1790145920230033351,,25172000000,,,,,,,,100001:,0,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/px4_protocol_raw.jsonl
W5,AUDIT,VEHICLE_STATUS,1790145920234718927,25168000000,25172000000,264,0,1,4,0,4,0,,,/home/letandat/Dev/uav-navigation-experiment-runtime-observability-20260923/.artifacts/experiment_runtime_observability/20260923T041656Z-7da3e97c/run-W5-normalized/O3_HOLD_PROTOCOL_EVENTS.csv
