timestamp_ns,evaluation_now_ns,execution_state_source_stamp_ns,execution_state_receive_stamp_ns,source_age_ms,receive_age_ms,bundle_start_timestamp_ns,bundle_generation,measured_position_at_source,measured_velocity_at_source,command_position_at_now,command_velocity_at_now,command_position_at_source,command_velocity_at_source,raw_anchor_error_m,time_aligned_anchor_error_m,command_motion_during_state_age_m,velocity_residual_time_aligned_mps,backup_available,time_to_backup_start_s,retained_tracking_limit_m,sampled_path_clear,committed_suffix_usable,tracking_certificate_exceeded,projected_tracking_certificate_exceeded,planner_result,planning_failure_stage_reason,emergency_authorization_reason,emergency_candidate_commit_result,analytic_sample_role,navigation_command_role,execution_recovery_state,retained_elapsed_s,committed_bundle_duration_s,committed_safety_transition_time_s,validate_without_new_commit,fresh_vehicle_state,committed_command_available,command_anchor_valid,current_vehicle_state_known_free,safety_trajectory_available,terminal_stop,committed_role,source_record
30268000000,30252000000,30236000000,2133579665673,16.0,20.893902,30172000000,4,"[3.7770344345243494, -0.041297202442663515, 3.080510318271513]","[2.800607164190282, 0.028086386765763003, -0.06679662653512934]","[4.234974547233933, 0.0009862524356031, 3.010717661587777]","[2.7307734647335637, 0.0024785906705540343, 0.013683886144328163]","[4.191470585807602, 0.0009416760643314074, 3.0104848876752675]","[2.707016944101209, 0.0030990717661331145, 0.015403002373534366]",0.46515379425721387,0.42242751718868116,0.04350460700352208,0.12704437886004197,True,-0.016,0.25,True,False,True,True,4,7,1,1,EMERGENCY,EMERGENCY,EMERGENCY_BRAKE,0.0799999999999983,1.462432937686099,1.0026955849271206,False,True,True,True,True,True,False,MAIN,scenario.pva_command
