timestamp_ns,evaluation_now_ns,execution_state_source_stamp_ns,execution_state_receive_stamp_ns,source_age_ms,receive_age_ms,bundle_start_timestamp_ns,bundle_generation,measured_position_at_source,measured_velocity_at_source,command_position_at_now,command_velocity_at_now,command_position_at_source,command_velocity_at_source,raw_anchor_error_m,time_aligned_anchor_error_m,command_motion_during_state_age_m,velocity_residual_time_aligned_mps,backup_available,time_to_backup_start_s,retained_tracking_limit_m,sampled_path_clear,committed_suffix_usable,tracking_certificate_exceeded,projected_tracking_certificate_exceeded,planner_result,planning_failure_stage_reason,emergency_authorization_reason,emergency_candidate_commit_result,analytic_sample_role,navigation_command_role,execution_recovery_state,source_record
NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NO_DIRECT_TEMPORAL_TELEMETRY
