run,crossing_data_source,classification,waypoint,request,epoch,odom_sequence,odom_prev_source_ns,odom_current_source_ns,crossing_observer_wall_ns,crossing_error_m,inside_ball,speed_mps,source_gap_s,latest_compatible_command_bag_ns,latest_command_source_ns,latest_command_sample,latest_command_bundle,latest_command_continuation,latest_command_valid_until_ns,first_future_continuation_bag_ns,first_future_continuation_source_ns,first_future_continuation_sample,mission_accept_bag_ns,mission_accept_source_ns,next_goal_bag_ns,next_goal_source_ns,adapter_receive_ns,mission_callback_ns,successor_activation_ns,warning
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3781,96152000000,96172000000,1790041943059064791,0.686322,1,0.366344,0.02,1790041943041253603,96156000000,2705,12,0,96256000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3782,96172000000,96192000000,1790041943084163189,0.693591,1,0.392354,0.02,1790041943081127677,96188000000,2707,12,0,96288000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3783,96192000000,96212000000,1790041943108941717,0.701377,1,0.416846,0.02,1790041943101086291,96203999999,2708,12,0,96304000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3784,96212000000,96232000000,1790041943134627004,0.709641,1,0.439127,0.02,1790041943121167325,96219999999,2709,12,0,96320000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3785,96232000000,96252000000,1790041943159208023,0.73105,1,0.474034,0.02,1790041943141188168,96236000000,2710,12,0,96336000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3786,96252000000,96272000000,1790041943183966947,0.740472,1,0.49163,0.02,1790041943181079720,96268000000,2712,12,0,96368000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3787,96272000000,96292000000,1790041943209686050,0.750234,1,0.506099,0.02,1790041943201219606,96284000000,2713,12,0,96384000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3788,96292000000,96312000000,1790041943234432393,0.760289,1,0.519325,0.02,1790041943221067764,96299999999,2714,12,0,96400000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3789,96312000000,96332000000,1790041943259394723,0.777475,1,0.538479,0.02,1790041943241863018,96316000000,2715,12,0,96416000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3790,96332000000,96352000000,1790041943284688163,0.78819,1,0.548201,0.02,1790041943281283425,96347999999,2717,12,0,96448000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CROSSING_BEFORE_FUTURE_PUBLISHED_CONTINUATION_CANDIDATE,3,6,90695073308889,3791,96352000000,96372000000,1790041943310069206,0.799078,1,0.554487,0.02,1790041943301102898,96364000000,2718,12,0,96464000000,1790041944061151507,96971999999,2756,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015008-233245,runner_monitor_wall_arrival,CONTINUATION_PUBLISHED_BEFORE_CROSSING,3,6,90695073308889,3868,97892000000,97912000000,1790041945234730874,0.792928,1,0.853743,0.02,1790041945221111780,97900000000,2814,13,1,98000000000,1790041945241083309,97915999999,2815,1790041945241289397,97916000000,1790041945241262031,97916000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015333-237627,runner_monitor_wall_arrival,NO_VALID_PUBLISHED_CONTINUATION_WITNESS,0,1,90899334390437,910,0,22332000000,1790042054979980370,0.120291,1,0.0859947,nan,,,,,,,,,,1790042054983288495,22336000000,1790042054983254534,22336000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015333-237627,runner_monitor_wall_arrival,CONTINUATION_PUBLISHED_BEFORE_CROSSING,1,2,90899334390437,3895,82012000000,82032000000,1790042129603089591,0.879709,1,1.11564,0.02,1790042129591207703,82019999999,3727,6,1,82120000000,1790042129610875963,82036000000,3728,1790042129611370071,82036000000,1790042129611261676,82036000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015333-237627,runner_monitor_wall_arrival,CONTINUATION_PUBLISHED_BEFORE_CROSSING,2,3,90899334390437,4206,88232000000,88252000000,1790042137380069529,0.795047,1,1.02376,0.02,1790042137370815178,88243999999,4116,8,1,88344000000,1790042137390841306,88260000000,4117,1790042137383354939,88256000000,1790042137383315182,88256000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015333-237627,runner_monitor_wall_arrival,CONTINUATION_PUBLISHED_BEFORE_CROSSING,3,4,90899334390437,4541,94932000000,94952000000,1790042145754145514,0.797365,1,0.959555,0.02,1790042145750891315,94947999999,4535,10,1,95048000000,1790042145770702099,94963999999,4536,1790042145770968441,94964000000,1790042145770944034,94964000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T015649-241674,runner_monitor_wall_arrival,NO_VALID_PUBLISHED_CONTINUATION_WITNESS,0,1,91096018763254,925,0,22436000000,1790042252091804158,0.188554,1,0.0590304,nan,,,,,,,,,,1790042252111578124,22452000000,1790042252111544351,22452000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T020310-247206,rosbag_recorder,NO_COMPATIBLE_COMMAND_BEFORE_CROSSING,0,1,91477966411337,1123,0,26400000000,1790042638906998717,0.250776,1,0.0472473,nan,,,,,,,1790042638935857982,26420000000,1,1790042638931122371,26420000000,1790042638931085331,26420000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T020310-247206,rosbag_recorder,CONTINUATION_PUBLISHED_BEFORE_CROSSING,1,2,91477966411337,2560,55120000000,55140000000,1790042674831846644,0.894723,1,0.693308,0.02,1790042674815900355,55124000000,1795,4,1,55224000000,1790042674835600287,55140000000,1796,1790042674835938318,55144000000,1790042674835915052,55144000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T020310-247206,rosbag_recorder,CONTINUATION_PUBLISHED_BEFORE_CROSSING,2,3,91477966411337,4634,96600000000,96620000000,1790042726682136836,0.887639,1,0.965503,0.02,1790042726675725782,96611999999,4388,7,1,96712000000,1790042726695757123,96628000000,4389,1790042726696396566,96628000000,1790042726696369382,96628000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T020310-247206,rosbag_recorder,CONTINUATION_PUBLISHED_BEFORE_CROSSING,3,4,91477966411337,5222,108360000000,108380000000,1790042741381950972,0.889136,1,0.584127,0.02,1790042741375970559,108371999999,5123,8,1,108472000000,1790042741395544180,108388000000,5124,1790042741395829695,108388000000,1790042741395812584,108388000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T020310-247206,rosbag_recorder,CONTINUATION_PUBLISHED_BEFORE_CROSSING,4,5,91477966411337,7449,152900000000,152920000000,1790042797056537551,0.883907,1,0.964137,0.02,1790042797055574432,152915999999,7907,11,1,153016000000,1790042797075683818,152931999999,7908,1790042797077485304,152936000000,1790042797077431296,152936000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T020310-247206,rosbag_recorder,CONTINUATION_PUBLISHED_BEFORE_CROSSING,5,6,91477966411337,8005,164020000000,164040000000,1790042810956588098,0.892188,1,0.97609,0.02,1790042810955652910,164036000000,8602,12,1,164136000000,1790042810975876407,164051999999,8603,1790042810976314986,164056000000,1790042810976283104,164056000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T020310-247206,rosbag_recorder,CONTINUATION_PUBLISHED_BEFORE_CROSSING,6,7,91477966411337,9924,202400000000,202420000000,1790042858931626396,0.894009,1,0.579426,0.02,1790042858915675939,202403999999,11000,17,1,202504000000,1790042858935641708,202419999999,11001,1790042858936032759,202424000000,1790042858936005154,202424000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
external-mode-gui-20260922T020310-247206,rosbag_recorder,CONTINUATION_PUBLISHED_BEFORE_CROSSING,7,8,91477966411337,11243,228780000000,228800000000,1790042891907038627,0.892199,1,0.784564,0.02,1790042891895779840,228788000000,12649,19,1,228888000000,1790042891915657242,228804000000,12650,1790042891916265111,228808000000,1790042891916232653,228808000000,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,UNOBSERVABLE_WITH_CURRENT_TARGET,ODOMETRY_SAMPLE_OPPORTUNITY_NOT_MISSION_CALLBACK;OBSERVER_WALL_NOT_ADAPTER_RECEIVE
