run,profile,infrastructure,run_verdict,metric,clock_domain,scope,n,min,p50,p95,p99,p999,max,mean,over_100_ms
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,COUNTER_LAST_command_publication_deadline_miss_count,counter,last observed cumulative counter,568,,,,,,0.0,,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,COUNTER_LAST_world_freshness_command_recovery_count,counter,last observed cumulative counter,568,,,,,,0.0,,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,COUNTER_LAST_world_freshness_command_suspend_count,counter,last observed cumulative counter,568,,,,,,0.0,,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,active_revalidation_diagnostic_ms,diagnostic duration,per run; diagnostic samples not event-paired,568,0.002,1.346,3.443,4.63,,5.783,1.5144524647887325,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,adapter_setpoint_update_duration_ms,diagnostic duration,per run; diagnostic samples not event-paired,3164,0.025806,0.065695,0.134139,0.179496,0.252093,0.258727,0.07384034829329962,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,adapter_setpoint_update_duration_tracking_ms,diagnostic duration,per run; diagnostic samples not event-paired,2778,0.025806,0.065751,0.135888,0.181417,0.254248,0.258727,0.07379753815694744,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,adapter_state_receive_to_update_ms,steady duration,per run; diagnostic samples not event-paired,3164,0.010315,14.449147,25.004235,25.435003,25.634462,25.849124,12.846407341656132,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,adapter_state_source_age_at_update_ms,ROS source time,per run; diagnostic samples not event-paired,3164,0.0,12.0,20.0,20.0,20.0,20.0,10.300884955752212,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,adapter_state_source_age_at_update_tracking_ms,diagnostic duration,per run; diagnostic samples not event-paired,2778,0.0,12.0,20.0,20.0,20.0,20.0,10.43484521238301,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,command_recorder_interarrival_ms,recorder wall time,per run; diagnostic samples not event-paired,4259,19.268175,19.998021,20.228441,20.378565,20.617498,20.87567,19.999977860295843,0
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,command_source_interarrival_ms,ROS source time,per run; diagnostic samples not event-paired,4259,12.0,16.0,16.000001,16.000001,16.000001,20.000001,16.0,0
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,command_store_publish_diagnostic_ms,diagnostic duration,per run; diagnostic samples not event-paired,568,0.0,0.093,0.195,0.272,,0.378,0.10483978873239437,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,command_transport_publish_diagnostic_ms,diagnostic duration,per run; diagnostic samples not event-paired,568,0.0,0.088,0.188,0.265,,0.372,0.09994718309859156,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,mapping_callback_diagnostic_ms,diagnostic duration,per run; diagnostic samples not event-paired,778,17.211000000000002,62.639,78.423,87.327,,145.556,62.013827763496145,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,mapping_observation_to_diagnostic_stamp_proxy_ms,ROS source time,per run; diagnostic samples not event-paired,778,36.0,76.0,100.0,116.0,,172.0,78.25192802056556,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,mapping_snapshot_export_diagnostic_ms,diagnostic duration,per run; diagnostic samples not event-paired,778,7.0920000000000005,11.742,15.864,17.841,,20.273,12.00373264781491,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,pending_revalidation_diagnostic_ms,diagnostic duration,per run; diagnostic samples not event-paired,568,0.0,0.0,0.0,0.002,,2.811,0.022080985915492957,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,planning_scheduling_gap_diagnostic_ms,diagnostic duration,per run; diagnostic samples not event-paired,568,0.0,0.0,0.214,0.463,,400.291,3.0380228873239434,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,planning_worker_runtime_diagnostic_ms,diagnostic duration,per run; diagnostic samples not event-paired,568,0.0,0.27,0.586,14.133000000000001,,26.798000000000002,0.6135580985915493,
external-mode-gui-20260922T014226-221089,forest_clutter,VALID,FAIL,world_source_age_at_command_stamp_ms,ROS source time,per run; diagnostic samples not event-paired,4260,52.0,132.0,207.999999,275.999999,356.0,384.0,136.72488213403756,
