delta_a_px4_controller_max_mps2,delta_a_px4_controller_p95_mps2,delta_v_px4_controller_max_mps,delta_v_px4_controller_p95_mps,profile,px4_effective_setpoint_error_gt_p95_m,px4_effective_tracking_error_max_m,px4_effective_tracking_error_p95_m,quality,run_id,segment_id
0.1409831313038133,0.12602958925015184,0.07634437070476871,0.07436449562918307,longitudinal,0.12646034508401233,0.06076890482583974,0.05804812268724597,MARGINAL,sim-check-20260904T160837-159859,LONG_00
0.15700882359610838,0.1347162733591933,0.04590565685930005,0.04194557165796401,longitudinal,0.09326323803989714,0.029181362331464615,0.02703610445278625,GOOD,sim-check-20260904T160837-159859,LONG_01
0.26902963073161645,0.23659357734039416,0.08446092828897113,0.07662679747737518,longitudinal,0.22586570783441118,0.04477656929540288,0.03906739479981151,UNUSABLE,sim-check-20260904T160837-159859,LONG_02
0.8312746695631197,0.7286696162351433,0.15856537881511332,0.15028815773851403,longitudinal,0.45189548331811297,0.08901383226748624,0.08040452311314045,UNUSABLE,sim-check-20260904T160837-159859,LONG_03
0.44425939132569997,0.2879642158613195,0.07667759705277533,0.05670092283807101,lateral,0.08701564088273557,0.053486171994616846,0.04632821257025518,GOOD,sim-check-20260904T161026-161202,LAT_00
3.0912121671648722,2.6530601122430166,0.8427395865813949,0.7816644943655714,lateral,0.5708578871407263,0.5597663615648703,0.5240751939760081,UNUSABLE,sim-check-20260904T161026-161202,LAT_01
4.021981450966814,3.804911121842004,1.0201348434768374,0.9923073488364016,lateral,0.7454825403737537,0.6829546193490512,0.664484448681196,UNUSABLE,sim-check-20260904T161026-161202,LAT_02
4.894565941580594,4.661629232464273,1.177439173656154,1.1518788831920923,lateral,0.8734009542072307,0.7886688440507771,0.7734227139344609,UNUSABLE,sim-check-20260904T161026-161202,LAT_03
