timestamp_ns,bundle_generation,trajectory_time_s,analytic_role,NavigationCommand_role,recovery_state,safety_suffix_active,planner_position,planner_velocity,planner_acceleration,planner_jerk,LIO_position,LIO_velocity,ground_truth_position,ground_truth_velocity,PX4_input_trajectory_position,PX4_input_trajectory_velocity,PX4_input_trajectory_acceleration,PX4_effective_position_setpoint,PX4_effective_velocity_setpoint,PX4_effective_acceleration_setpoint,PX4_position,PX4_velocity,aligned_lio_tracking_error_m,px4_tracking_error_m,frame_position_residual_m,frame_velocity_residual_mps,delta_v_px4_controller_mps,delta_a_px4_controller_mps2,command_gap_ms,setpoint_gap_ms,external_mode_output_state,external_mode_reason,lio_source_age_ms,ground_truth_source_age_ms,px4_state_source_age_ms,px4_setpoint_source_age_ms,planner_speed_mps,planner_acceleration_mps2,planner_lateral_acceleration_mps2,planner_jerk_mps3,lio_gt_position_error_m,lio_gt_velocity_error_mps,px4_gt_position_error_m,px4_gt_velocity_error_mps,gt_tracking_error_m,segment_id
10940000000,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"[-0.0879016067489101,-0.09478445295167529,-0.008066720802132648]","[0.0037158129040984326,3.594367911424697e-05,0.0009138230042851007]","[4.388733120730583e-18,-1.8860659005935403e-18,-0.013000850154250926]","[0.0,0.0,0.0]",NOT_RECORDED,"[0.0,0.0,-0.0]","[0.0,0.0,-0.0]",NOT_RECORDED,NOT_RECORDED,"[0.0,0.0,-100.0]","[-0.06211552396416664,-0.06461786478757858,0.007477760314941406]","[0.00013337310520000756,0.0006757828523404896,0.001242933445610106]",NOT_RECORDED,NOT_RECORDED,0.09194117822715599,0.0014210399005391617,NOT_RECORDED,NOT_RECORDED,16.0,16.0,NOT_RECORDED,NOT_RECORDED,16.0,20.0,16.0,12.0,,,,,0.12936433288527335,0.0038266996184040027,0.09194117822715599,0.0014210399005391617,NOT_RECORDED,LONG_RUN_1
10956000000,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"[-0.08783753136767504,-0.09478564389894378,-0.008051930224833553]","[0.003847340936606611,0.00020066671079753312,0.0009770956808360432]","[4.388733120730583e-18,-1.8860659005935403e-18,-0.013000850154250926]","[0.0,0.0,0.0]",NOT_RECORDED,"[0.0,0.0,-0.0]","[0.0,0.0,-0.0]",NOT_RECORDED,NOT_RECORDED,"[0.0,0.0,-100.0]","[-0.06203799322247505,-0.06459131836891174,0.007502555847167969]","[0.00012672283628489822,0.0006501479656435549,0.0012887506745755672]",NOT_RECORDED,NOT_RECORDED,0.09187568051103076,0.0014490097845375378,NOT_RECORDED,NOT_RECORDED,16.0,16.0,NOT_RECORDED,NOT_RECORDED,20.0,16.0,16.0,12.0,,,,,0.12932224098960107,0.003974545933917457,0.09187568051103076,0.0014490097845375378,NOT_RECORDED,LONG_RUN_1
22828000000,1,0.016,MAIN,MAIN,TRACK_MAIN,False,"[-0.18804453341705196,-0.3208609961537232,2.8959729704989616]","[-0.010451140946922174,-0.02222107661552053,0.07234076096771892]","[0.0003387015458085034,3.368879579291188e-05,-2.4808452824324255e-05]","[0.042065257307383135,0.00418682246454638,-0.0030819831805799463]","[-0.1875392072203834,-0.3197922560611173,2.892735412645994]","[-0.013235576458063055,-0.028221000441374815,0.07425089122866721]","[-0.09420571702880981,-0.23257032456778434,2.9125733936444673]","[-0.02128392496656934,-0.042044026176628446,0.06057363818801597]","[-0.18804453341705196,-0.3208609961537232,2.8959729704989616]","[0.0,0.0,-0.0]","[0.0,0.0,-0.0]","[-0.05923426151275635,-0.06309512816369534,2.9266450007756553]","[0.0038380402450760207,0.009507571657498678,0.054282911121845245]","[0.05097911258538564,0.08731520796815555,-0.10020685940980911]","[-0.061720289289951324,-0.06927841156721115,2.9050750732421875]","[-0.013109256513416767,-0.022479068487882614,0.052117254585027695]",0.003446641960212293,0.28166373532256694,0.1666606632520662,0.022828122947852532,0.13080895272811247,0.14215039963736664,11872.0,11872.0,NOT_RECORDED,NOT_RECORDED,12.0,12.0,16.0,20.0,0.07639494937778225,0.00034127574104612674,0.00033185646397230475,0.042385303762169244,0.12927625928554717,0.021045645747514215,0.1666606632520662,0.022828122947852532,0.12990973866054914,LONG_RUN_1
22844000000,1,0.016,MAIN,MAIN,TRACK_MAIN,False,"[-0.18804453341705196,-0.3208609961537232,2.8959729704989616]","[-0.010451140946922174,-0.02222107661552053,0.07234076096771892]","[0.0003387015458085034,3.368879579291188e-05,-2.4808452824324255e-05]","[0.042065257307383135,0.00418682246454638,-0.0030819831805799463]","[-0.18773734572622114,-0.32021056559483435,2.8939276344068943]","[-0.011998002438733293,-0.02558033312061975,0.07306174748032096]","[-0.09452407581302888,-0.23319772706253286,2.9135245031757755]","[-0.020622640719486416,-0.04069994737160544,0.05971556464460498]","[-0.18804453341705196,-0.3208609961537232,2.8959729704989616]","[0.0,0.0,-0.0]","[0.0,0.0,-0.0]","[-0.06143276393413544,-0.0684851836413145,2.9105897347132363]","[0.0009759754563371339,0.0023048917452494298,0.010934211313724518]","[0.04096547762552897,0.06266591077049573,-0.26638636738061905]","[-0.06215602904558182,-0.07016884535551071,2.9064788818359375]","[-0.012432590126991272,-0.021047933027148247,0.05124460533261299]",0.002168138353253278,0.28072200515410217,0.1663602942478951,0.02291365855047607,0.08738158045803131,0.27664961043800135,16.0,16.0,NOT_RECORDED,NOT_RECORDED,12.0,16.0,24.0,20.0,0.07639494937778225,0.00034127574104612674,0.00033185646397230475,0.042385303762169244,0.12901156933741545,0.021934167794944982,0.1663602942478951,0.02291365855047607,0.12937921408605632,LONG_RUN_1
22860000000,1,0.016,MAIN,MAIN,TRACK_MAIN,False,"[-0.18804453341705196,-0.3208609961537232,2.8959729704989616]","[-0.010451140946922174,-0.02222107661552053,0.07234076096771892]","[0.0003387015458085034,3.368879579291188e-05,-2.4808452824324255e-05]","[0.042065257307383135,0.00418682246454638,-0.0030819831805799463]","[-0.18791601031230426,-0.3205892682918507,2.8950971029106127]","[-0.010539741359426374,-0.022794250365947604,0.07068073938544248]","[-0.0948281448116664,-0.23379905023984593,2.9144533765845972]","[-0.019805658127999143,-0.039149125642852355,0.0585946236974753]","[-0.18804453341705196,-0.3208609961537232,2.8959729704989616]","[0.0,0.0,-0.0]","[0.0,0.0,-0.0]","[-0.06198238953948021,-0.0698326975107193,2.906575918197632]","[0.0005715913139283657,0.0011419756338000298,-0.0005946159362792969]","[0.03797078877687454,0.05571912694722414,-0.30453217029571533]","[-0.06243259087204933,-0.07073573768138885,2.9074010848999023]","[-0.011905323714017868,-0.020002981647849083,0.048927176743745804]",0.000926012014874492,0.2801278401632763,0.16639967138067827,0.022857157398357968,0.07616702298415445,0.31186722876418865,16.0,16.0,NOT_RECORDED,NOT_RECORDED,16.0,20.0,16.0,12.0,0.07639494937778225,0.00034127574104612674,0.00033185646397230475,0.042385303762169244,0.12873444754035948,0.02234755806141142,0.16639967138067827,0.022857157398357968,0.12888212808621352,LONG_RUN_1
22876000000,1,0.016,MAIN,MAIN,TRACK_MAIN,False,"[-0.18804453341705196,-0.3208609961537232,2.8959729704989616]","[-0.010451140946922174,-0.02222107661552053,0.07234076096771892]","[0.0003387015458085034,3.368879579291188e-05,-2.4808452824324255e-05]","[0.042065257307383135,0.00418682246454638,-0.0030819831805799463]","[-0.18807087784499782,-0.3209245143919979,2.896223447625763]","[-0.008763962114840875,-0.01995086301516175,0.06598421457515923]","[-0.09511096410972977,-0.23435511580597668,2.915296637429887]","[-0.018792882896157884,-0.037134730142649584,0.05572480090831698]","[-0.0623828769,-0.0706797242,2.90921307]","[-0.0104511408,-0.0222210772,0.0723407641]","[0.000338701531,3.3688797e-05,-2.48084525e-05]","[-0.06218263320624828,-0.07025621086359024,2.907894492149353]","[-0.004552201833575964,-0.00977444089949131,0.036010999232530594]","[0.020751726115122437,0.01946149952709675,-0.142642124556005]","[-0.06283050030469894,-0.0715581476688385,2.9087066650390625]","[-0.011036987416446209,-0.018396317958831787,0.04161448776721954]",0.0002597448488960626,0.2792715727165574,0.16609728749809288,0.024705929304575658,0.1097850217356931,0.14542617455996043,16.0,16.0,NOT_RECORDED,NOT_RECORDED,20.0,16.0,16.0,12.0,0.07639494937778225,0.00034127574104612674,0.00033185646397230475,0.042385303762169244,0.12845074115207755,0.022385712190602258,0.16609728749809288,0.024705929304575658,0.12842632028752846,LONG_RUN_1
22892000000,1,0.032,MAIN,MAIN,TRACK_MAIN,False,"[-0.18821167261700728,-0.321216525511973,2.897130416882609]","[-0.010438594596578244,-0.022219827681310884,0.07233984168286131]","[0.0013374418919336116,0.00013320716978926255,-9.801792871946908e-05]","[0.08250931955093617,0.008229054052025226,-0.006050428526626874]","[-0.18819652769980433,-0.3211959047123668,2.897242670150095]","[-0.007713877139271941,-0.016138372186323593,0.05997766392090249]","[-0.09537690397531924,-0.23487573481246588,2.916051670791491]","[-0.01770724481567843,-0.03486865358592416,0.05121060838507116]","[-0.0625500157,-0.071035251,2.91037059]","[-0.010438595,-0.0222198274,0.0723398402]","[0.00133744185,0.00013320717,-9.8017932e-05]","[-0.062424661591649055,-0.07076860591769218,2.9095024466514587]","[-0.009745346615090966,-0.02084143040701747,0.07294367253780365]","[0.0034771485370583832,-0.01713891001418233,0.024271091911941767]","[-0.06283050030469894,-0.0715581476688385,2.9087066650390625]","[-0.011036987416446209,-0.018396317958831787,0.04161448776721954]",0.00011513201967616442,0.27961357892465427,0.16669088688890732,0.020196923173987316,0.14618868347131592,0.03060874106239436,16.0,16.0,NOT_RECORDED,NOT_RECORDED,16.0,12.0,16.0,12.0,0.07639200019661942,0.0013476284646491699,0.0013104602466809943,0.08313911731973987,0.1281422365382734,0.022968502380268936,0.16669088688890732,0.020196923173987316,0.1281836193000347,LONG_RUN_1
22908000000,1,0.048,MAIN,MAIN,TRACK_MAIN,False,"[-0.18837845590026644,-0.32157201941384833,2.8982878371795886]","[-0.010404959875542158,-0.022216475148324373,0.07233737587207023]","[0.002970495977332674,0.0002962587592104712,-0.00021782622230976945]","[0.12135891444257081,0.012128829042869117,-0.00890713410547974]","[-0.1883016119296339,-0.3214154171362211,2.898174496130564]","[-0.005887348591808054,-0.012889743349878899,0.055643195990653094]","[-0.09562251842124708,-0.2353559930183246,2.9167364799806172]","[-0.01649440039896122,-0.03236861398337237,0.04620184979139247]","[-0.062716797,-0.071390748,2.91152787]","[-0.0104049603,-0.0222164746,0.0723373741]","[0.00297049596,0.000296258746,-0.000217826222]","[-0.06260548159480095,-0.07115373636285464,2.9107563893000283]","[-0.009621085443844398,-0.02064539585262537,0.07344057038426399]","[0.003055932892796894,-0.01975257818897565,0.04547873077293237]","[-0.06320120394229889,-0.07232896983623505,2.9098377227783203]","[-0.010127856396138668,-0.016791749745607376,0.03357093408703804]",0.0002080275524408983,0.27915021409241453,0.1663626904419758,0.021040713237724263,0.14667896913164863,0.050719851948045985,16.0,16.0,NOT_RECORDED,NOT_RECORDED,12.0,12.0,24.0,20.0,0.07638410113423424,0.0029931695352726465,0.0029108637127060783,0.12228831361419361,0.12782873736953645,0.024105496619034807,0.1663626904419758,0.021040713237724263,0.12797351118979794,LONG_RUN_1
22924000000,1,0.064,MAIN,MAIN,TRACK_MAIN,False,"[-0.18854446574468928,-0.321927436166405,2.899445200756814]","[-0.010340290721143,-0.0222100206289042,0.07233263218060575]","[0.005212564954653601,0.0005205812476986436,-0.00038245980466807374]","[0.1586405909816953,0.015888268959231285,-0.01165388640586376]","[-0.18882312354187702,-0.3222830304494381,2.899768513557292]","[-0.004808672635944468,-0.01041829991547147,0.055357701802184474]","[-0.09584372724049915,-0.23578862891373023,2.9173815902228477]","[-0.015078796247919947,-0.02954194528991673,0.04201280580881519]","[-0.0628828108,-0.0717461631,2.91268539]","[-0.0103402911,-0.0222100206,0.0723326355]","[0.00521256495,0.000520581263,-0.00038245981]","[-0.06282734498381615,-0.07162767772873242,2.9122995932896933]","[-0.009536349369833866,-0.020605397410690784,0.07427007332444191]","[0.004002369746255378,-0.022956027338902157,0.05643494116763274]","[-0.06343289464712143,-0.07282257825136185,2.9105405807495117]","[-0.00953779648989439,-0.01573389768600464,0.03293566405773163]",0.0005555435437591327,0.27897892916232575,0.16629851216562297,0.017428693563190732,0.14750711040465309,0.06282891937551331,16.0,16.0,NOT_RECORDED,NOT_RECORDED,12.0,16.0,16.0,20.0,0.0763689485766886,0.005252438837732918,0.005108926182983318,0.1598595860932437,0.128205577504318,0.025480885002029295,0.16629851216562297,0.017428693563190732,0.12780858774438025,LONG_RUN_1
22940000000,1,0.08,MAIN,MAIN,TRACK_MAIN,False,"[-0.18870912871129172,-0.3222827183906262,2.900602465505314]","[-0.010235042461620634,-0.022199501661444812,0.07232490740201417]","[0.00803877333083481,0.0008039461611841024,-0.0005901736380579242]","[0.1943807194552145,0.019509482564985612,-0.01429246033789043]","[-0.18954597470075374,-0.3234555144945017,2.901717256207573]","[-0.004387645193198977,-0.007975559449168623,0.058229656144267686]","[-0.09603581600623488,-0.23616403372002634,2.9180300486581396]","[-0.013363669053981586,-0.026185597404706034,0.04012223413675323]","[-0.0630474687,-0.072101444,2.91384268]","[-0.0102350423,-0.0221995022,0.0723249093]","[0.0080387732,0.000803946168,-0.000590173644]","[-0.06288281083106995,-0.07174616307020187,2.9126853942871094]","[-0.009268879890441895,-0.020071604289114475,0.07393886148929596]","[0.003882537828758359,-0.025056208949536085,0.05350746959447861]","[-0.06365181505680084,-0.07328817248344421,2.9112586975097656]","[-0.009001486003398895,-0.014600660651922226,0.034455347806215286]",0.0018216806035053045,0.27883896942596487,0.1662020483851685,0.013614440907214288,0.1471633412853263,0.06248996551553807,16.0,16.0,NOT_RECORDED,NOT_RECORDED,16.0,20.0,16.0,12.0,0.0763443920593883,0.008100401904700912,0.007881460795053741,0.19587944871371896,0.12895758834752596,0.027203919174443793,0.1662020483851685,0.013614440907214288,0.12770470387449367,LONG_RUN_1
