run_id,scenario,run_path,requested_speed_mps,tracking_p95_m,tracking_max_m,planner_velocity_p95_mps,planner_acceleration_p95_mps2,planner_jerk_p95_mps3,px4_delta_v_p95_mps,px4_delta_a_p95_mps2,valid_segment
external-mode-check-20260904T140416-66041,S_DYNAMIC_ID,.artifacts/runtime/external-mode-check-20260904T140416-66041,1.0,0.10625348477461562,0.10687240651316947,0.9416182074699176,0.6130265613737356,0.6879709978143359,1.1427015673423462,0.9774632926410197,True
external-mode-check-20260904T140614-67910,S_DYNAMIC_ID,.artifacts/runtime/external-mode-check-20260904T140614-67910,2.0,0.22334784796129126,0.25013474474302716,1.9541851905423144,1.574044111036977,6.25561441716893,2.8713140913460546,2.8259550537880265,True
