record_time_ns,accepted_count,rms_m
1785256516440552809,2298,0.033474
1785256516442260677,2298,0.033474
1785256516499759154,1020,0.039980
1785256516540044074,2254,0.032753
1785256516541837216,2254,0.032753
1785256516600099300,923,0.038325
1785256516640992255,2237,0.034944
1785256516656823908,637,0.037707
1785256516675793087,637,0.037707
1785256516741428818,2258,0.037413
1785256516742295239,2258,0.037413
1785256516790969888,756,0.038686
1785256516841633001,2284,0.037976
1785256516841801359,2284,0.037976
1785256516890292425,691,0.041028
1785256516941708739,2310,0.040958
1785256516960649469,823,0.044205
1785256516975695087,823,0.044205
1785256517042257432,2261,0.040420
1785256517042454237,2261,0.040420
1785256517094638323,584,0.041887
1785256517144289967,2274,0.038407
1785256517144459567,2274,0.038407
1785256517185548183,493,0.049885
1785256517243725996,2349,0.039281
1785256517266117885,1106,0.045451
1785256517275787149,1106,0.045451
1785256517341641952,2251,0.035751
1785256517342289756,2251,0.035751
1785256517382799514,329,0.042241
1785256517441854761,2218,0.039245
1785256517467455231,1329,0.041751
1785256517481640727,277,0.041156
1785256517548421089,2205,0.042102
1785256517574557192,1343,0.043393
1785256517575660541,1343,0.043393
1785256517644451102,2171,0.039859
1785256517644577586,2171,0.039859
1785256517681087363,205,0.036155
1785256517741196626,2072,0.038947
1785256517770509656,1606,0.043380
1785256517775558971,1606,0.043380
1785256517839559523,1972,0.040610
1785256517876116754,1776,0.044537
1785256517876313106,1776,0.044537
1785256517942234634,1840,0.037587
1785256517942399037,1840,0.037587
1785256517981790599,218,0.039816
1785256518055063674,1636,0.038865
1785256518090111466,1925,0.039175
1785256518096273152,221,0.036659
1785256518138905830,1708,0.041944
1785256518180838847,1987,0.037289
1785256518181018591,1987,0.037289
1785256518235699488,1618,0.038504
1785256518242148749,1618,0.038504
1785256518281826349,284,0.036858
1785256518333175792,1423,0.040099
1785256518341925232,1423,0.040099
1785256518382030281,289,0.037401
1785256518438904674,1330,0.040372
1785256518485271833,2223,0.034621
1785256518485986197,2223,0.034621
1785256518531360167,1211,0.043400
1785256518542321406,1211,0.043400
1785256518581732966,284,0.039323
1785256518628003134,994,0.043257
1785256518687595739,2371,0.035342
1785256518693796485,293,0.042233
1785256518727603773,1012,0.040213
1785256518787909363,2352,0.036291
1785256518788035325,2352,0.036291
1785256518827851332,950,0.043847
1785256518842293011,950,0.043847
1785256518885020749,468,0.041469
1785256518931404434,809,0.041988
1785256518985580185,2310,0.035659
1785256518997811475,549,0.038600
1785256519024693830,822,0.039830
1785256519086055002,2401,0.034304
1785256519086196984,2401,0.034304
1785256519124105638,692,0.037015
1785256519142313929,692,0.037015
1785256519190131774,733,0.040663
1785256519220958359,568,0.038991
1785256519241900454,568,0.038991
1785256519296434582,846,0.039564
1785256519319331727,477,0.039246
1785256519395627583,2300,0.034337
1785256519396737803,2300,0.034337
1785256519418270710,379,0.040188
1785256519442307029,379,0.040188
1785256519499010719,977,0.041221
1785256519515970420,333,0.038175
1785256519542023116,333,0.038175
1785256519600304264,1033,0.040533
1785256519615484635,283,0.038340
1785256519684831179,2377,0.035868
1785256519684945542,2377,0.035868
1785256519716410738,296,0.036490
1785256519742407321,296,0.036490
1785256519797578779,1206,0.039942
1785256519814525280,243,0.035475
1785256519887934946,2043,0.036798
1785256519914141536,1374,0.037167
1785256519920651115,279,0.043266
1785256519981995103,1969,0.035436
1785256519982170815,1969,0.035436
1785256520016021348,268,0.038720
1785256520042458569,268,0.038720
1785256520111749024,1607,0.038324
1785256520118021747,257,0.039744
1785256520178877141,1813,0.034777
1785256520215596390,1644,0.035883
1785256520222482777,271,0.036384
1785256520277577625,1722,0.036973
1785256520278469749,1722,0.036973
1785256520316394740,313,0.035706
1785256520342510508,313,0.035706
1785256520410464461,1693,0.035212
1785256520418047957,306,0.035075
1785256520475168222,1535,0.036295
1785256520504946021,1794,0.032394
1785256520514804986,304,0.037246
1785256520568351072,1497,0.035843
1785256520575648902,1497,0.035843
1785256520616253625,292,0.035763
1785256520642381984,292,0.035763
1785256520711468285,1925,0.032968
1785256520727054697,349,0.033325
1785256520741888567,349,0.033325
1785256520819246107,1918,0.035986
1785256520829353496,449,0.038147
1785256520870892044,1294,0.036680
1785256520875633915,1294,0.036680
1785256520922216131,585,0.037599
1785256520942382784,585,0.037599
1785256521010089914,1859,0.036105
1785256521027188677,628,0.038686
1785256521062840094,1096,0.042183
1785256521101887683,1814,0.032110
1785256521123409701,715,0.042219
1785256521169878446,1063,0.041820
1785256521175878954,1063,0.041820
1785256521224598460,732,0.045151
1785256521242414830,732,0.045151
1785256521313969358,1829,0.034358
1785256521330415223,817,0.046148
1785256521341949379,817,0.046148
1785256521407099370,1717,0.035552
1785256521426791926,893,0.051113
1785256521457571177,771,0.045687
1785256521476039978,771,0.045687
1785256521530108105,900,0.047368
1785256521542280304,900,0.047368
1785256521610555462,1811,0.040002
1785256521632351476,1039,0.046658
1785256521660545942,599,0.045603
1785256521702632995,1876,0.040206
1785256521730680630,1098,0.045965
1785256521755442107,626,0.042880
1785256521775863614,626,0.042880
1785256521831881512,1182,0.046482
1785256521842303047,1182,0.046482
1785256521910354275,2162,0.041148
1785256521940080790,1327,0.047679
1785256521941832732,1327,0.047679
1785256522017443637,2461,0.044245
1785256522048694027,1365,0.046881
1785256522060419785,458,0.049103
1785256522076122963,458,0.049103
1785256522156537494,1482,0.042132
1785256522157602250,1482,0.042132
1785256522231447658,2750,0.043327
1785256522259608385,1735,0.043404
1785256522259737513,1735,0.043404
1785256522323875640,2608,0.043235
1785256522355630466,1817,0.046476
1785256522361945166,238,0.046925
1785256522375954257,238,0.046925
1785256522448357402,1974,0.044790
1785256522448514164,1974,0.044790
1785256522521143999,2391,0.042769
1785256522556808597,2250,0.043544
1785256522556937548,2250,0.043544
1785256522622775287,2291,0.044742
1785256522669360742,2295,0.041582
1785256522675080989,180,0.053489
1785256522675896175,180,0.053489
1785256522756653985,2493,0.041396
1785256522756811525,2493,0.041396
1785256522816810208,1926,0.044699
1785256522865198954,2539,0.038405
1785256522865233481,2539,0.038405
1785256522905954371,1757,0.044942
1785256522948534209,2510,0.040043
1785256522954653587,241,0.040461
1785256522975775784,241,0.040461
1785256523045423294,2565,0.038582
1785256523045554562,2565,0.038582
1785256523110670511,1522,0.043991
1785256523170265915,2660,0.037377
1785256523178964541,299,0.046917
1785256523204021095,1283,0.042791
1785256523258658606,2588,0.040030
1785256523267229497,323,0.040236
1785256523275638966,323,0.040236
1785256523351351555,2704,0.037728
1785256523351516374,2704,0.037728
1785256523400881385,983,0.049899
1785256523455676101,2859,0.037529
1785256523455833170,2859,0.037529
1785256523496249694,902,0.046972
1785256523551932094,2950,0.038817
1785256523570519176,461,0.051719
1785256523575738235,461,0.051719
1785256523662155414,2906,0.040437
1785256523662317564,2906,0.040437
1785256523689074776,696,0.043784
1785256523763273005,3029,0.040307
1785256523763400662,3029,0.040307
1785256523787970841,602,0.053727
1785256523860846281,2828,0.040966
1785256523875588531,715,0.043945
1785256523875763086,715,0.043945
1785256523951314893,2935,0.042349
1785256523951466001,2935,0.042349
1785256523984886135,411,0.042365
1785256524047043863,2794,0.042008
1785256524073204350,883,0.046414
1785256524075634873,883,0.046414
1785256524159143935,2792,0.044268
1785256524177957692,927,0.044901
1785256524177988550,927,0.044901
1785256524250093414,2498,0.043153
1785256524250213082,2498,0.043153
1785256524284126820,253,0.045649
1785256524343034334,2282,0.040230
1785256524343086033,2282,0.040230
1785256524381011306,200,0.046400
1785256524451101136,2215,0.043253
1785256524473988936,1243,0.045991
1785256524475650102,1243,0.045991
1785256524546852550,1956,0.041091
1785256524547002000,1956,0.041091
1785256524589431680,215,0.048928
1785256524657398138,1890,0.045067
1785256524683197810,1581,0.043285
1785256524687656698,215,0.046195
1785256524736186084,1776,0.043705
1785256524769287866,1560,0.045517
1785256524775944732,1560,0.045517
1785256524837375028,1813,0.042843
1785256524842196175,1813,0.042843
1785256524881006324,199,0.047607
1785256524944082108,1666,0.042129
1785256524944201712,1666,0.042129
1785256524981009841,230,0.063583
1785256525044077341,1674,0.044938
1785256525075786223,1834,0.042179
1785256525075892996,1834,0.042179
1785256525136413422,1619,0.048149
1785256525142394200,1619,0.048149
1785256525182818579,315,0.063504
1785256525233930133,1454,0.046354
1785256525280648512,1938,0.039943
1785256525288640491,336,0.058320
1785256525331953823,1354,0.045911
1785256525380623213,2005,0.038494
1785256525380798037,2005,0.038494
1785256525431806699,1323,0.046366
1785256525442142747,1323,0.046366
1785256525491570966,361,0.052638
1785256525528450007,1169,0.046716
1785256525541911579,1169,0.046716
1785256525584023912,412,0.049967
1785256525626886869,1066,0.049176
1785256525681214442,2141,0.040251
1785256525681276537,2141,0.040251
1785256525731927155,1029,0.050466
1785256525742466130,1029,0.050466
1785256525787932391,587,0.054728
1785256525824944558,949,0.050090
1785256525880610784,2161,0.035670
1785256525895005629,674,0.047951
1785256525932690859,808,0.050730
1785256525972744872,2086,0.036856
1785256525975921411,2086,0.036856
1785256526023574626,788,0.045329
1785256526042165525,788,0.045329
1785256526093842381,880,0.049719
1785256526122677882,692,0.048333
1785256526142000080,692,0.048333
1785256526195594934,951,0.045263
1785256526219902929,573,0.046576
1785256526282207787,2174,0.038603
1785256526282244065,2174,0.038603
1785256526318951333,506,0.043943
1785256526341932328,506,0.043943
1785256526392934632,1039,0.044503
1785256526425594766,408,0.040677
1785256526481888044,2154,0.039570
1785256526503404422,1182,0.039346
1785256526516826736,394,0.044852
1785256526581892721,2038,0.039952
1785256526581985466,2038,0.039952
1785256526616219192,384,0.046285
1785256526642174276,384,0.046285
1785256526699265390,1304,0.045877
1785256526715447658,301,0.039066
1785256526741897977,301,0.039066
1785256526808013811,1455,0.044601
1785256526815828498,286,0.043054
1785256526882881620,1998,0.039017
1785256526883901020,1998,0.039017
1785256526915619558,255,0.043180
1785256526942605087,255,0.043180
1785256527001842147,1650,0.040742
1785256527013836664,196,0.041662
1785256527041953158,196,0.041662
1785256527112342510,1785,0.042469
1785256527116070078,177,0.039938
1785256527173502407,1976,0.041630
1785256527175605508,1976,0.041630
1785256527214043043,161,0.044368
1785256527242632462,161,0.044368
1785256527312797001,1932,0.038676
1785256527316539144,175,0.039526
1785256527342178366,175,0.039526
1785256527436556963,2140,0.040994
1785256527441618751,135,0.042759
1785256527470775224,1633,0.044620
1785256527475810404,1633,0.044620
1785256527514046641,142,0.042383
1785256527542394208,142,0.042383
1785256527621893779,2351,0.042018
1785256527626282056,155,0.028539
1785256527666942580,1442,0.040649
1785256527711733536,2429,0.038644
1785256527717809009,223,0.040404
1785256527764964469,1359,0.041914
1785256527775911745,1359,0.041914
1785256527824734550,241,0.043932
1785256527842184690,241,0.043932
1785256527934336128,2495,0.042233
1785256527943006500,352,0.042676
1785256527943168434,352,0.042676
1785256528010507732,2546,0.038025
1785256528020244844,435,0.047445
1785256528061657344,1007,0.043806
1785256528075884715,1007,0.043806
1785256528120392186,482,0.042993
1785256528142347872,482,0.042993
1785256528221045301,2703,0.037155
1785256528233720640,545,0.041528
1785256528242103163,545,0.041528
1785256528322331948,2771,0.035850
1785256528346448116,625,0.041206
1785256528361207050,593,0.041122
1785256528375874181,593,0.041122
1785256528423541503,607,0.037831
1785256528442612570,607,0.037831
1785256528510375509,2662,0.034993
1785256528528322812,804,0.042185
1785256528542165617,804,0.042185
1785256528618464334,2620,0.034155
1785256528636582302,946,0.040131
1785256528652505394,451,0.043493
1785256528675705054,451,0.043493
1785256528728617822,1009,0.037852
1785256528742493110,1009,0.037852
1785256528818062658,2512,0.032298
1785256528848839647,1157,0.036992
1785256528856084210,327,0.034594
1785256528911230573,2576,0.035569
1785256528934944431,1200,0.039724
1785256528949049239,246,0.034592
1785256528975965822,246,0.034592
1785256529041762556,1347,0.040721
1785256529042129939,1347,0.040721
1785256529113579137,2579,0.034609
1785256529142363321,1533,0.037455
1785256529142405722,1533,0.037455
1785256529211509091,2431,0.033745
1785256529240029331,1651,0.036191
1785256529255459601,95,0.035371
1785256529275978500,95,0.035371
1785256529338571161,1769,0.034674
1785256529342525292,1769,0.034674
1785256529409857027,2223,0.037526
1785256529442487975,1945,0.034163
1785256529442518761,1945,0.034163
1785256529519361831,2125,0.037615
1785256529553914213,2096,0.034707
1785256529556619684,63,0.041076
1785256529575674243,63,0.041076
1785256529653699724,2181,0.032598
1785256529653736598,2181,0.032598
1785256529713099509,1675,0.039474
1785256529751574964,2411,0.035902
1785256529751776525,2411,0.035902
1785256529820299510,1413,0.038683
1785256529860453954,2482,0.036155
1785256529864402803,154,0.032276
1785256529875838140,154,0.032276
1785256529947083345,2459,0.035344
1785256529947119116,2459,0.035344
1785256529997839949,1181,0.038323
1785256530046344892,2432,0.035583
1785256530051432464,242,0.034293
1785256530096114573,1013,0.040071
1785256530146388850,2426,0.036594
1785256530153026832,257,0.035059
1785256530175736680,257,0.035059
1785256530257078303,2421,0.033631
1785256530258247469,2421,0.033631
1785256530293966588,822,0.040102
1785256530345135502,2297,0.034880
1785256530345321992,2297,0.034880
1785256530392216702,772,0.039212
1785256530442646675,2146,0.033637
1785256530453141572,364,0.037935
1785256530475949779,364,0.037935
1785256530540765136,2124,0.034754
1785256530542283281,2124,0.034754
1785256530589746878,672,0.043422
1785256530653299848,2207,0.035233
1785256530653471626,2207,0.035233
1785256530688561825,558,0.040597
1785256530751812036,2142,0.032178
1785256530767752953,642,0.038543
1785256530775831707,642,0.038543
1785256530839951998,2182,0.030995
1785256530842220316,2182,0.030995
1785256530886171319,418,0.042531
1785256530948040840,2104,0.032873
1785256530948098739,2104,0.032873
1785256530985836038,380,0.040190
1785256531047141037,2052,0.035667
1785256531066393208,1055,0.039439
1785256531075549858,1055,0.039439
1785256531137653629,1987,0.033265
1785256531142191497,1987,0.033265
1785256531181153285,274,0.039958
1785256531247781496,2008,0.032173
1785256531248865934,2008,0.032173
1785256531280561432,218,0.037187
1785256531337990210,1985,0.034003
1785256531359254125,1326,0.034602
1785256531375835346,1326,0.034602
1785256531444588712,1916,0.031434
1785256531444721855,1916,0.031434
1785256531480997515,281,0.040020
1785256531545621245,1847,0.033254
1785256531573216574,1556,0.033519
1785256531581172042,249,0.032660
1785256531643629565,1817,0.033283
1785256531688120693,1479,0.033526
1785256531689610875,1479,0.033526
1785256531738058213,1789,0.032388
1785256531742128928,1789,0.032388
1785256531781973671,256,0.037388
1785256531836704918,1690,0.031191
1785256531872291127,1787,0.031895
1785256531881256195,263,0.039831
1785256531935939753,1597,0.033078
1785256531971936915,1777,0.030620
1785256531975573726,1777,0.030620
1785256532036715017,1549,0.032741
1785256532042213549,1549,0.032741
1785256532082763545,252,0.037866
1785256532152552012,1406,0.034272
1785256532153622858,1406,0.034272
1785256532181535023,221,0.038083
1785256532232708774,1297,0.035139
1785256532274622155,1971,0.032009
1785256532275759430,1971,0.032009
1785256532332061219,1188,0.039591
1785256532342263082,1188,0.039591
1785256532381362540,196,0.037841
1785256532428439889,1025,0.035506
1785256532474530058,2059,0.032317
1785256532481264475,247,0.036046
1785256532527643202,892,0.037833
1785256532588524748,2071,0.031311
1785256532589917054,2071,0.031311
1785256532627685400,891,0.039727
1785256532642253773,891,0.039727
1785256532684630928,348,0.038786
1785256532715796591,322,0.039659
