record_time_ns,accepted_count,rms_m
1785252870870999588,723,0.042472
1785252870913675962,1327,0.044002
1785252870948448119,1895,0.035698
1785252870970130850,849,0.043154
1785252871009796270,1282,0.045243
1785252871054261728,1855,0.032271
1785252871061477368,1855,0.032271
1785252871111903086,1189,0.045586
1785252871127996659,1189,0.045586
1785252871174166767,938,0.042442
1785252871208097770,1022,0.041705
1785252871246612665,1795,0.029035
1785252871273767032,970,0.041666
1785252871310155818,955,0.043986
1785252871347085931,1831,0.028505
1785252871361629465,1831,0.028505
1785252871406879324,889,0.042124
1785252871427822339,889,0.042124
1785252871476446438,1206,0.043517
1785252871504287524,724,0.043686
1785252871545877786,1870,0.032244
1785252871577908414,1303,0.046741
1785252871604878291,748,0.041508
1785252871646145704,1868,0.032962
1785252871661104411,1868,0.032962
1785252871704880999,687,0.039510
1785252871727821247,687,0.039510
1785252871782597226,1440,0.041548
1785252871803622899,571,0.037654
1785252871847100162,1852,0.031893
1785252871879125857,1570,0.041884
1785252871902412731,515,0.041393
1785252871949184738,1988,0.035889
1785252871961476184,1988,0.035889
1785252872002915694,452,0.041480
1785252872027846598,452,0.041480
1785252872079933502,1604,0.042516
1785252872101724220,422,0.044129
1785252872149804905,2001,0.036982
1785252872161121155,2001,0.036982
1785252872203859612,370,0.041822
1785252872248479693,1945,0.035722
1785252872261344055,1945,0.035722
1785252872301369031,352,0.038824
1785252872327935621,352,0.038824
1785252872377635184,1932,0.035963
1785252872400175120,307,0.046859
1785252872427539724,307,0.046859
1785252872485418111,1948,0.037277
1785252872500207283,405,0.041858
1785252872546633587,1735,0.038785
1785252872561185781,1735,0.038785
1785252872601300336,478,0.037885
1785252872627812365,478,0.037885
1785252872680792328,1938,0.034303
1785252872703969519,446,0.043263
1785252872740805034,1625,0.038690
1785252872779900883,1942,0.036503
1785252872801646388,498,0.037201
1785252872845830067,1610,0.036522
1785252872861507783,1610,0.036522
1785252872902648008,551,0.041986
1785252872927992234,551,0.041986
1785252872979691923,1840,0.029673
1785252873003055910,602,0.036113
1785252873044596743,1424,0.038041
1785252873078278960,1855,0.029728
1785252873105419155,612,0.036822
1785252873144790562,1293,0.035319
1785252873161348951,1293,0.035319
1785252873204220809,626,0.039578
1785252873227781982,626,0.039578
1785252873278434021,1878,0.031379
1785252873304333722,725,0.040716
1785252873343407283,1153,0.043569
1785252873378263583,1813,0.030069
1785252873405742484,817,0.041746
1785252873442888021,1140,0.040792
1785252873461255745,1140,0.040792
1785252873509207751,896,0.040384
1785252873527848532,896,0.040384
1785252873580445165,1798,0.030628
1785252873607429621,1086,0.039970
1785252873640923636,972,0.041749
1785252873678772857,1813,0.029949
1785252873709012329,1136,0.041887
1785252873740661020,894,0.038900
1785252873761198806,894,0.038900
1785252873810576388,1244,0.039137
1785252873827745711,1244,0.039137
1785252873878904905,1849,0.030321
1785252873910772929,1276,0.039982
1785252873935560496,673,0.040835
1785252873981381256,1825,0.029415
1785252874011070107,1368,0.040281
1785252874037005247,607,0.038585
1785252874061303720,607,0.038585
1785252874112251204,1335,0.039028
1785252874127684136,1335,0.039028
1785252874179949813,1930,0.032210
1785252874212670848,1505,0.038566
1785252874227537133,1505,0.038566
1785252874279963617,1883,0.031909
1785252874315066605,1652,0.034549
1785252874335293361,407,0.041150
1785252874361615379,407,0.041150
1785252874414624632,1654,0.035280
1785252874427809034,1654,0.035280
1785252874482780890,1834,0.033041
1785252874514133217,1822,0.034563
1785252874534981060,428,0.038556
1785252874580549111,1809,0.034453
1785252874615226409,1860,0.033930
1785252874635077670,393,0.035628
1785252874660998589,393,0.035628
1785252874715084505,1824,0.032852
1785252874727990252,1824,0.032852
1785252874781022595,1805,0.032784
1785252874815297879,1868,0.033452
1785252874827638807,1868,0.033452
1785252874881588579,1788,0.033371
1785252874917894135,1824,0.032548
1785252874935579621,446,0.038209
1785252874961090632,446,0.038209
1785252875014844061,1856,0.032742
1785252875027824436,1856,0.032742
1785252875080892394,1722,0.034265
1785252875113177735,1813,0.032045
1785252875135201179,407,0.038146
1785252875161225201,407,0.038146
1785252875213939952,1928,0.030688
1785252875235121752,424,0.041524
1785252875261505400,424,0.041524
1785252875316495796,1982,0.030489
1785252875327962862,1982,0.030489
1785252875377441236,1367,0.037245
1785252875416792387,1902,0.029034
1785252875427346088,1902,0.029034
1785252875478459963,1356,0.037338
1785252875512548839,1826,0.028646
1785252875538231533,652,0.036628
1785252875561301968,652,0.036628
1785252875614556150,1837,0.028384
1785252875627795071,1837,0.028384
1785252875677233711,1194,0.036471
1785252875713229078,1821,0.031000
1785252875740672104,853,0.040626
1785252875776392314,1095,0.040334
1785252875811235279,1757,0.028029
1785252875845594328,934,0.039689
1785252875861377306,934,0.039689
1785252875912254601,1779,0.027235
1785252875927762451,1779,0.027235
1785252875973944591,908,0.037582
1785252876012102466,1773,0.027257
1785252876027682174,1773,0.027257
1785252876073873793,808,0.038724
1785252876115732942,1826,0.027418
1785252876143398769,1131,0.039362
1785252876161406757,1131,0.039362
1785252876212290391,1783,0.026991
1785252876227965521,1783,0.026991
1785252876271096222,664,0.038276
1785252876313714455,1850,0.032170
1785252876348172946,1324,0.036763
1785252876370785465,623,0.034769
1785252876415386894,1804,0.028279
1785252876445369846,1403,0.038954
1785252876461198629,1403,0.038954
1785252876512892080,1821,0.028682
1785252876527682227,1821,0.028682
1785252876569518488,493,0.040818
1785252876614177831,1806,0.029917
1785252876647025870,1552,0.033532
1785252876668944611,449,0.039051
1785252876714132946,1865,0.030593
1785252876751007275,1575,0.036851
1785252876761249312,1575,0.036851
1785252876815268378,1885,0.031139
1785252876827818486,1885,0.031139
1785252876868157592,392,0.039096
1785252876915245481,1848,0.033000
1785252876947608110,1661,0.032738
1785252876966351888,348,0.037367
1785252877016171966,1944,0.032391
1785252877043339914,1746,0.032004
1785252877061152829,1746,0.032004
1785252877114603468,1811,0.034566
1785252877128080934,1811,0.034566
1785252877167204680,346,0.037641
1785252877212136794,1711,0.036130
1785252877243137311,1867,0.032627
1785252877267654504,375,0.036705
1785252877312495421,1592,0.034073
1785252877349210494,1937,0.031287
1785252877361198557,1937,0.031287
1785252877411867373,1496,0.031870
1785252877427984037,1496,0.031870
1785252877467258120,445,0.037233
1785252877512026599,1426,0.037099
1785252877548939537,1892,0.035076
1785252877569390135,502,0.034524
1785252877616223592,1477,0.034985
1785252877648759375,1873,0.032733
1785252877661292987,1873,0.032733
1785252877711835465,1327,0.034589
1785252877727762630,1327,0.034589
1785252877771518141,649,0.037541
1785252877810189782,1222,0.035747
1785252877827356285,1222,0.035747
1785252877870903652,701,0.037354
1785252877906519618,1193,0.040694
1785252877946198936,1787,0.029221
1785252877961454375,1787,0.029221
1785252878010379432,1112,0.037291
1785252878027611367,1112,0.037291
1785252878073403003,815,0.036127
1785252878112201191,937,0.035836
1785252878146964886,1881,0.029978
1785252878170797185,891,0.038286
1785252878207871141,891,0.038808
1785252878245414461,1771,0.027976
1785252878261452545,1771,0.027976
1785252878307782056,882,0.036147
1785252878327706598,882,0.036147
1785252878376568882,1075,0.034985
1785252878405611397,710,0.037330
1785252878446750437,1801,0.029219
1785252878477300651,1143,0.037278
1785252878509248581,732,0.036462
1785252878546325427,1822,0.033026
1785252878561229157,1822,0.033026
1785252878605141844,627,0.035318
1785252878627654250,627,0.035318
1785252878678220504,1350,0.036599
1785252878702929694,525,0.035271
1785252878746352819,1840,0.033066
1785252878780483319,1465,0.033322
1785252878802878565,465,0.035098
1785252878848727069,1936,0.032111
1785252878861409869,1936,0.032111
1785252878900925498,386,0.037106
1785252878927600851,386,0.037106
1785252878985182876,1560,0.034539
1785252879001441163,365,0.035134
1785252879051379080,1927,0.032713
1785252879061096044,1927,0.032713
1785252879100876452,346,0.035023
1785252879148571202,1785,0.033998
1785252879161414012,1785,0.033998
1785252879205673698,353,0.036319
1785252879227921909,353,0.036319
1785252879287181195,1852,0.033143
1785252879301053726,329,0.035151
1785252879349545439,1721,0.033827
1785252879382725220,1822,0.031644
1785252879405782012,371,0.033558
1785252879448154152,1648,0.032550
1785252879461220956,1648,0.032550
1785252879500663662,389,0.034028
1785252879527841263,389,0.034028
1785252879583824974,1870,0.029936
1785252879602144234,396,0.035012
1785252879647540423,1626,0.030438
1785252879681538714,1823,0.028893
1785252879702720000,445,0.036765
1785252879747382428,1556,0.033700
1785252879761159428,1556,0.033700
1785252879803264198,444,0.034866
1785252879827709834,444,0.034866
1785252879889384827,1822,0.028060
1785252879903550802,505,0.034743
1785252879946622564,1304,0.034561
1785252879980275746,1789,0.028642
1785252880003347286,529,0.034076
1785252880046314671,1280,0.033927
1785252880061343957,1280,0.033927
1785252880102440933,558,0.035121
1785252880127910526,558,0.035121
1785252880180816721,1832,0.027937
1785252880204802666,673,0.037135
1785252880227547363,673,0.037135
1785252880279864184,1771,0.027142
1785252880311061521,763,0.037125
1785252880343011166,1098,0.035456
1785252880361225472,1098,0.035456
1785252880406507187,772,0.036182
1785252880427805440,772,0.036182
1785252880477602372,1724,0.026167
1785252880507534261,932,0.036148
1785252880541405770,913,0.034666
1785252880578313951,1720,0.025299
1785252880605154284,1015,0.036760
1785252880640122852,808,0.035054
1785252880661480040,808,0.035054
1785252880710219683,1131,0.035297
1785252880728030186,1131,0.035297
1785252880782562810,1823,0.027150
1785252880812101839,1177,0.035220
1785252880838986407,639,0.035251
1785252880861468836,639,0.035251
1785252880911220550,1263,0.036370
1785252880937912254,589,0.035619
1785252880961298754,589,0.035619
1785252881013512590,1295,0.033117
1785252881027898744,1295,0.033117
1785252881080297926,1786,0.029880
1785252881113520113,1410,0.036368
1785252881135725594,413,0.038115
1785252881179912738,1758,0.027941
1785252881218942497,1574,0.034092
1785252881236692549,454,0.036012
1785252881261338532,454,0.036012
1785252881314503650,1572,0.032635
1785252881327487857,1572,0.032635
1785252881381674857,1792,0.030155
1785252881415685159,1671,0.031143
1785252881435096056,387,0.035597
1785252881480511095,1789,0.028533
1785252881513860511,1710,0.030641
1785252881534893445,385,0.034000
1785252881561300074,385,0.034000
1785252881615097740,1691,0.029341
1785252881627686706,1691,0.029341
1785252881685794423,1797,0.030467
1785252881714119937,1716,0.030841
1785252881735177228,404,0.036669
1785252881781102388,1745,0.029638
1785252881808706690,1719,0.030204
1785252881835226491,349,0.033135
1785252881861297663,349,0.033135
1785252881911093064,1822,0.029454
1785252881927631062,1822,0.029454
1785252881981549178,1640,0.031105
1785252882014853944,1770,0.029353
1785252882027642441,1770,0.029353
1785252882079856027,1550,0.031274
1785252882118779194,1881,0.029052
1785252882135790476,388,0.032543
1785252882161221956,388,0.032543
1785252882215186390,1860,0.029627
1785252882227711929,1860,0.029627
1785252882279293084,1335,0.029712
1785252882316346609,1898,0.027001
1785252882337121371,537,0.036236
1785252882378994666,1337,0.032523
1785252882412838564,1775,0.026554
1785252882435772122,585,0.035321
1785252882461139602,585,0.035321
1785252882513948528,1799,0.028032
1785252882528051880,1799,0.028032
1785252882579892107,1106,0.036297
1785252882612044170,1787,0.024904
1785252882640058905,784,0.035411
1785252882675944685,1070,0.035737
1785252882711653214,1739,0.025377
1785252882740784862,850,0.035826
1785252882761491704,850,0.035826
1785252882812573036,1708,0.024316
1785252882827727280,1708,0.024316
1785252882874038097,853,0.036077
1785252882912066775,1790,0.025473
1785252882941960638,978,0.034756
1785252882961050314,978,0.034756
1785252883015970545,1772,0.025812
1785252883043142932,1084,0.038306
1785252883061242748,1084,0.038306
1785252883113580258,1746,0.024890
1785252883128170724,1746,0.024890
1785252883172072279,709,0.037561
1785252883208325128,1759,0.028595
1785252883227374021,1759,0.028595
1785252883271238202,625,0.034799
1785252883314061097,1716,0.025424
1785252883346316023,1320,0.035992
1785252883361294090,1320,0.035992
1785252883413671931,1801,0.026272
1785252883427885665,1801,0.026272
1785252883469973081,479,0.036513
1785252883519313053,1782,0.027830
1785252883547039171,1474,0.032013
1785252883568989021,381,0.037269
1785252883616789615,1836,0.029673
1785252883647864602,1483,0.032540
1785252883661335904,1483,0.032540
1785252883715698078,1824,0.027943
1785252883727827267,1824,0.027943
1785252883767940369,377,0.035032
1785252883817626467,1845,0.029342
1785252883827859404,1845,0.029342
1785252883867542673,267,0.035774
1785252883915734828,1824,0.027986
1785252883954404262,1760,0.029580
1785252883961028323,1760,0.029580
1785252884015228281,1734,0.030120
1785252884027857519,1734,0.030120
1785252884067511970,339,0.034187
1785252884114438103,1620,0.030610
1785252884150013352,1806,0.030515
1785252884167878920,388,0.033597
1785252884211654016,1534,0.030851
1785252884249767651,1881,0.028391
1785252884261333894,1881,0.028391
1785252884313637665,1499,0.029717
1785252884327944307,1499,0.029717
1785252884368801491,385,0.037280
1785252884411353891,1431,0.033611
1785252884449076266,1815,0.028134
1785252884467363749,445,0.037053
1785252884515978933,1425,0.032173
1785252884547680542,1781,0.026827
1785252884561053225,1781,0.026827
1785252884614479665,1361,0.034147
1785252884627567999,1361,0.034147
1785252884668312796,531,0.037226
1785252884712643706,1185,0.035613
1785252884746722792,1801,0.027795
1785252884769234435,636,0.036194
1785252884810545466,1180,0.034454
1785252884848179926,1788,0.024943
1785252884861456127,1788,0.024943
1785252884911394417,1123,0.036049
1785252884928171984,1123,0.036049
1785252884972823748,671,0.035447
1785252885009668339,965,0.037132
1785252885027413382,965,0.037132
1785252885074019994,831,0.036216
1785252885108770659,939,0.034039
1785252885147491742,1717,0.025657
1785252885161224929,1717,0.025657
1785252885208475189,930,0.035186
1785252885227673104,930,0.035186
1785252885276577519,1024,0.034739
1785252885311183394,732,0.033652
1785252885346845083,1808,0.025557
1785252885360900158,1808,0.025557
1785252885405432587,692,0.034101
1785252885446748051,1764,0.026496
1785252885461211841,1764,0.026496
1785252885506053619,650,0.035843
1785252885527830968,650,0.035843
1785252885579201714,1214,0.036136
1785252885603293188,532,0.035709
1785252885627382867,532,0.035709
1785252885678898164,1344,0.032384
1785252885702863175,505,0.034329
1785252885748765308,1905,0.029054
1785252885761099671,1905,0.029054
1785252885806895233,374,0.033804
1785252885827673845,374,0.033804
1785252885880017803,1456,0.032885
1785252885899783864,321,0.035278
1785252885950231061,1842,0.027514
1785252885981822149,1606,0.030814
1785252885999789460,336,0.034097
1785252886048755813,1677,0.029853
1785252886061366464,1677,0.029853
1785252886101967545,354,0.033549
1785252886127826584,354,0.033549
1785252886184239092,1766,0.028630
1785252886199878204,358,0.035820
1785252886227295912,358,0.035820
1785252886287113533,1696,0.029927
1785252886301090804,359,0.032501
1785252886347568275,1651,0.029160
1785252886361349514,1651,0.029160
1785252886400536119,353,0.032354
1785252886428002212,353,0.032354
1785252886482068529,1749,0.027961
1785252886500001692,362,0.034401
1785252886548702078,1654,0.031306
1785252886580890635,1749,0.028089
1785252886602444175,429,0.034762
1785252886647197156,1570,0.029790
1785252886661286136,1570,0.029790
1785252886705898145,377,0.034254
1785252886727845303,377,0.034254
1785252886782251871,1841,0.027058
1785252886800382573,427,0.031869
1785252886827603732,427,0.031869
1785252886880835439,1854,0.027719
1785252886902405961,438,0.037230
1785252886945705371,1258,0.032189
1785252886960987113,1258,0.032189
1785252887004083011,516,0.034370
1785252887027826781,516,0.034370
1785252887079666113,1810,0.025975
1785252887104202247,590,0.036785
1785252887145333256,1138,0.035520
1785252887183439369,1713,0.026243
1785252887206116487,722,0.035223
1785252887245696801,1081,0.033955
1785252887261248706,1081,0.033955
1785252887307365567,789,0.034932
1785252887327745180,789,0.034932
1785252887378905769,1685,0.025285
1785252887405014906,852,0.036869
1785252887427192073,852,0.036869
1785252887478974893,1703,0.026035
1785252887508795978,989,0.036552
1785252887540418767,800,0.035350
1785252887561004496,800,0.035350
1785252887612007384,994,0.032935
1785252887627830682,994,0.032935
1785252887683988547,1752,0.025376
1785252887710720842,1131,0.034531
1785252887738980582,615,0.035230
1785252887780325200,1754,0.024942
1785252887810827079,1174,0.035917
1785252887838776097,606,0.035126
1785252887860963655,606,0.035126
1785252887913253516,1238,0.034984
1785252887927803781,1238,0.034984
1785252887980701813,1719,0.026957
1785252888014254824,1329,0.032235
1785252888036527467,454,0.032844
1785252888084819472,1690,0.027683
1785252888114227768,1451,0.033223
1785252888136680823,458,0.033607
1785252888161504102,458,0.033607
1785252888211216075,1457,0.030829
1785252888227778814,1457,0.030829
1785252888282157317,1752,0.027455
1785252888315723171,1643,0.032189
1785252888335386540,378,0.033921
1785252888381555014,1765,0.027007
1785252888409412805,1633,0.028809
1785252888435192417,346,0.034743
1785252888461403343,346,0.034743
1785252888520488403,1628,0.027389
1785252888527826159,1628,0.027389
1785252888583984808,1754,0.027974
1785252888614839533,1625,0.029596
1785252888627544652,1625,0.029596
1785252888680957844,1744,0.028133
1785252888715909933,1667,0.028375
1785252888734689197,272,0.034475
1785252888761202742,272,0.034475
1785252888810382648,1790,0.027923
1785252888828008750,1790,0.027923
1785252888888676536,1576,0.029339
1785252888919904086,1823,0.027678
1785252888935581033,345,0.029985
1785252888987647450,1441,0.030813
1785252889010761738,1879,0.028272
1785252889035838487,383,0.033813
1785252889061167800,383,0.033813
1785252889116482882,1825,0.028443
1785252889127701434,1825,0.028443
1785252889180894468,1361,0.030228
1785252889214754370,1813,0.024529
1785252889227640231,1813,0.024529
1785252889278490800,1300,0.032617
1785252889316108714,1764,0.025454
1785252889338203099,530,0.033351
1785252889361124098,530,0.033351
1785252889415410521,1777,0.027645
1785252889427957531,1777,0.027645
1785252889486662891,1123,0.034409
1785252889515999109,1762,0.024389
1785252889542738543,744,0.034072
1785252889578520734,1043,0.034526
1785252889614000780,1751,0.025303
1785252889641664638,775,0.033353
1785252889661304335,775,0.033353
1785252889714806902,1719,0.024996
1785252889727943110,1719,0.024996
1785252889776325288,887,0.034826
1785252889814144255,1735,0.022555
1785252889843452615,869,0.034550
1785252889861241427,869,0.034550
1785252889924791714,1671,0.024519
1785252889946495986,990,0.034467
1785252889961078086,990,0.034467
1785252890015600696,1717,0.022745
1785252890027931153,1717,0.022745
1785252890077914756,727,0.033567
1785252890116402135,1706,0.024712
1785252890147457310,1120,0.032877
1785252890173213860,622,0.033875
1785252890214901448,1729,0.025416
1785252890249828288,1213,0.035392
1785252890261298835,1213,0.035392
1785252890315721104,1793,0.026045
1785252890327977430,1793,0.026045
1785252890374770168,457,0.034581
1785252890417276566,1762,0.027209
1785252890427419994,1762,0.027209
1785252890468910671,385,0.033812
1785252890518994134,1814,0.026382
1785252890550366821,1377,0.031149
1785252890561342957,1377,0.031149
1785252890617130152,1858,0.026196
1785252890627560037,1858,0.026196
1785252890668523720,287,0.030927
1785252890718796335,1866,0.028460
1785252890749889034,1582,0.029693
1785252890767394206,284,0.035696
1785252890822484367,1759,0.026407
1785252890854195562,1722,0.028242
1785252890860876761,1722,0.028242
1785252890918216941,1616,0.027445
1785252890927777419,1616,0.027445
1785252890968432425,350,0.032855
1785252891019565225,1602,0.028791
1785252891027730677,1602,0.028791
1785252891068390662,351,0.033563
1785252891114894998,1518,0.029714
1785252891145502708,1797,0.027906
1785252891161378263,1797,0.027906
1785252891209764289,1525,0.029622
1785252891227928037,1525,0.029622
1785252891270513703,404,0.033756
1785252891318971400,1443,0.032147
1785252891327460356,1443,0.032147
1785252891369446993,454,0.034774
1785252891413281707,1366,0.029857
1785252891448179038,1742,0.025987
1785252891461541573,1742,0.025987
1785252891510285708,1317,0.031563
1785252891527420350,1317,0.031563
1785252891571181825,464,0.034421
1785252891619894314,1150,0.031283
1785252891627349334,1150,0.031283
1785252891675497965,534,0.035203
1785252891720845253,1157,0.034881
1785252891749732398,1765,0.024265
1785252891761224607,1765,0.024265
1785252891817660020,1069,0.036472
1785252891827783496,1069,0.036472
1785252891874525821,667,0.032947
1785252891910744161,962,0.034433
1785252891946946665,1713,0.025325
1785252891975393843,786,0.033928
1785252892011614414,981,0.033069
1785252892046719555,1696,0.024418
1785252892061342506,1696,0.024418
1785252892111365455,918,0.034018
1785252892127767915,918,0.034018
1785252892176026781,972,0.034073
1785252892206412412,762,0.033331
1785252892250181731,1740,0.023255
1785252892277304481,1063,0.032492
1785252892306273255,733,0.033670
1785252892345577108,1667,0.023353
1785252892361124884,1667,0.023353
1785252892405825567,631,0.034234
1785252892427858981,631,0.034234
1785252892477818830,1162,0.032410
1785252892503096038,546,0.033835
1785252892547989558,1779,0.025338
1785252892561087841,1779,0.025338
1785252892603148342,443,0.033263
1785252892650786409,1876,0.026980
1785252892661120341,1876,0.026980
1785252892709386044,406,0.034158
1785252892727740480,406,0.034158
1785252892790804852,1444,0.032138
1785252892801876570,374,0.032946
1785252892827327355,374,0.032946
1785252892889337213,1538,0.030506
1785252892907498140,368,0.035258
1785252892950757876,1664,0.028355
1785252892961140504,1664,0.028355
1785252893002194357,376,0.033437
1785252893027584892,376,0.033437
1785252893082715473,1655,0.029670
1785252893100725152,337,0.036503
1785252893147192982,1703,0.029816
1785252893185380249,1676,0.028780
1785252893201028319,333,0.033231
1785252893248769597,1683,0.029042
1785252893261346054,1683,0.029042
1785252893302303550,362,0.032429
1785252893327722005,362,0.032429
1785252893382162981,1667,0.028248
1785252893402652603,389,0.036402
1785252893427500507,389,0.036402
1785252893482277124,1685,0.027110
1785252893501763473,371,0.033146
1785252893549556949,1563,0.029417
1785252893561090129,1563,0.029417
1785252893601303645,338,0.033099
1785252893627837091,338,0.033099
1785252893687486584,1851,0.026000
1785252893701647619,333,0.033909
1785252893745703349,1382,0.032579
1785252893780799589,1807,0.027625
1785252893800536515,425,0.033694
1785252893846509075,1245,0.030088
1785252893861163160,1245,0.030088
1785252893904435933,515,0.034446
1785252893927469929,515,0.034446
1785252893982387942,1725,0.026199
1785252894006117734,615,0.031930
1785252894027139114,615,0.031930
1785252894081361888,1692,0.026932
1785252894111274844,679,0.034585
1785252894143934401,1084,0.031889
1785252894161421547,1084,0.031889
1785252894208919434,758,0.032211
1785252894227714346,758,0.032211
1785252894278928143,1684,0.023775
1785252894310846724,866,0.034790
1785252894342518448,896,0.034020
1785252894379522179,1650,0.023881
1785252894408972518,921,0.033397
1785252894441827174,842,0.034131
1785252894461290299,842,0.034131
1785252894510425091,955,0.031445
1785252894527539063,955,0.031445
1785252894585386285,1724,0.025048
1785252894611575847,1043,0.033559
1785252894627550626,1043,0.033559
1785252894680357139,1700,0.026505
1785252894710845882,1150,0.033028
1785252894737462322,554,0.033505
1785252894761226503,554,0.033505
1785252894811424071,1159,0.032946
1785252894827914963,1159,0.032946
1785252894882279639,1672,0.026197
1785252894913383362,1278,0.030772
1785252894937717532,496,0.030722
1785252894981080524,1635,0.025190
1785252895019903871,1368,0.030887
1785252895035221241,483,0.035723
1785252895061157801,483,0.035723
1785252895112965407,1368,0.033750
1785252895127790386,1368,0.033750
1785252895187871666,1743,0.035602
1785252895214952564,1514,0.033783
1785252895227414460,1514,0.033783
1785252895291008985,1942,0.040423
1785252895322606371,1669,0.034456
1785252895334406135,259,0.067434
1785252895360940310,259,0.067434
1785252895417032914,1747,0.032097
1785252895427715522,1747,0.032097
1785252895486758554,2032,0.038124
1785252895521440999,1879,0.029268
1785252895533610251,229,0.043615
1785252895589613498,1939,0.036251
1785252895621186367,1937,0.037176
1785252895632781341,180,0.044741
1785252895660935941,180,0.044741
1785252895721027801,2242,0.031635
1785252895727516402,2242,0.031635
1785252895783460962,1613,0.031846
1785252895823350722,2094,0.029528
1785252895827372649,2094,0.029528
1785252895885886382,1485,0.033593
1785252895923000733,2126,0.030926
1785252895939547449,337,0.035394
1785252895961152815,337,0.035394
1785252896032261975,2193,0.028398
1785252896032319805,2193,0.028398
1785252896087794369,1358,0.036234
1785252896120396199,2160,0.029647
1785252896127531318,2160,0.029647
1785252896178345527,1240,0.036561
1785252896220435199,2229,0.032224
1785252896235234626,498,0.036480
1785252896261197485,498,0.036480
