record_time_ns,accepted_count,rms_m
1785252896322524420,2298,0.033474
1785252896327916565,2298,0.033474
1785252896381897811,1020,0.039980
1785252896419835887,2254,0.032753
1785252896427166881,2254,0.032753
1785252896481319517,923,0.038325
1785252896520516660,2237,0.034944
1785252896540455455,637,0.037707
1785252896560966502,637,0.037707
1785252896620844726,2258,0.037413
1785252896627570110,2258,0.037413
1785252896673962383,756,0.038686
1785252896721079157,2284,0.037976
1785252896727214312,2284,0.037976
1785252896773178948,691,0.041028
1785252896820483937,2310,0.040958
1785252896842604555,823,0.044205
1785252896861091792,823,0.044205
1785252896921772304,2261,0.040420
1785252896927677898,2261,0.040420
1785252896976981256,584,0.041887
1785252897021931690,2274,0.038407
1785252897027105640,2274,0.038407
1785252897070183285,493,0.049885
1785252897124791666,2349,0.039281
1785252897146550195,1106,0.045451
1785252897161151952,1106,0.045451
1785252897221130328,2251,0.035751
1785252897227576105,2251,0.035751
1785252897269264120,329,0.042241
1785252897324444153,2218,0.039245
1785252897348694524,1329,0.041751
1785252897366997083,277,0.041156
1785252897427611078,2205,0.042102
1785252897447199401,1343,0.043393
1785252897461200530,1343,0.043393
1785252897522802620,2171,0.039859
1785252897527739058,2171,0.039859
1785252897566218264,205,0.036155
1785252897621112495,2072,0.038947
1785252897649726160,1606,0.043380
1785252897661117409,1606,0.043380
1785252897721204219,1972,0.040610
1785252897752796206,1776,0.044537
1785252897761235839,1776,0.044537
1785252897819424082,1840,0.037587
1785252897827581763,1840,0.037587
1785252897866157926,218,0.039816
1785252897927326929,1636,0.038865
1785252897953691303,1925,0.039175
1785252897966346582,221,0.036659
1785252898016909497,1708,0.041944
1785252898052113569,1987,0.037289
1785252898060963087,1987,0.037289
1785252898116980751,1618,0.038504
1785252898127814290,1618,0.038504
1785252898166833149,284,0.036858
1785252898214425736,1423,0.040099
1785252898227060286,1423,0.040099
1785252898266812368,289,0.037401
1785252898322718916,1330,0.040372
1785252898361089498,2223,0.034621
1785252898361968749,2223,0.034621
1785252898412511775,1211,0.043400
1785252898427861590,1211,0.043400
1785252898466816919,284,0.039323
1785252898512021701,994,0.043257
1785252898569035777,2371,0.035342
1785252898574494764,293,0.042233
1785252898615562578,1012,0.040213
1785252898672443024,2352,0.036291
1785252898672531930,2352,0.036291
1785252898711554794,950,0.043847
1785252898727528335,950,0.043847
1785252898769821107,468,0.041469
1785252898818510796,809,0.041988
1785252898864031635,2310,0.035659
1785252898873955085,549,0.038600
1785252898908565007,822,0.039830
1785252898964749280,2401,0.034304
1785252898964783178,2401,0.034304
1785252899007272219,692,0.037015
1785252899027813497,692,0.037015
1785252899074819891,733,0.040663
1785252899106088664,568,0.038991
1785252899127345997,568,0.038991
1785252899180647535,846,0.039564
1785252899203729586,477,0.039246
1785252899271214828,2300,0.034337
1785252899272080112,2300,0.034337
1785252899302961419,379,0.040188
1785252899327749968,379,0.040188
1785252899378456431,977,0.041221
1785252899400984218,333,0.038175
1785252899427327193,333,0.038175
1785252899482167210,1033,0.040533
1785252899500726883,283,0.038340
1785252899564604085,2377,0.035868
1785252899564684421,2377,0.035868
1785252899602906533,296,0.036490
1785252899627691457,296,0.036490
1785252899679811865,1206,0.039942
1785252899699599937,243,0.035475
1785252899766403323,2043,0.036798
1785252899787529647,1374,0.037167
1785252899800238038,279,0.043266
1785252899861637651,1969,0.035436
1785252899861663854,1969,0.035436
1785252899901002140,268,0.038720
1785252899927869753,268,0.038720
1785252899989984357,1607,0.038324
1785252900000300849,257,0.039744
1785252900057294053,1813,0.034777
1785252900089659972,1644,0.035883
1785252900100847472,271,0.036384
1785252900158585203,1722,0.036973
1785252900161035106,1722,0.036973
1785252900201944800,313,0.035706
1785252900227932358,313,0.035706
1785252900291194213,1693,0.035212
1785252900301274314,306,0.035075
1785252900355713763,1535,0.036295
1785252900383886672,1794,0.032394
1785252900400039137,304,0.037246
1785252900449937240,1497,0.035843
1785252900461042346,1497,0.035843
1785252900502755948,292,0.035763
1785252900527742575,292,0.035763
1785252900593388583,1925,0.032968
1785252900607823309,349,0.033325
1785252900627457904,349,0.033325
1785252900698628083,1918,0.035986
1785252900706439965,449,0.038147
1785252900752474982,1294,0.036680
1785252900761115078,1294,0.036680
1785252900805419731,585,0.037599
1785252900827824823,585,0.037599
1785252900891524179,1859,0.036105
1785252900908358509,628,0.038686
1785252900945667659,1096,0.042183
1785252900981989430,1814,0.032110
1785252901006500719,715,0.042219
1785252901051300276,1063,0.041820
1785252901061489483,1063,0.041820
1785252901107396552,732,0.045151
1785252901127552472,732,0.045151
1785252901187158361,1829,0.034358
1785252901207519571,817,0.046148
1785252901227533128,817,0.046148
1785252901285570843,1717,0.035552
1785252901309806325,893,0.051113
1785252901340561408,771,0.045687
1785252901361089735,771,0.045687
1785252901413056333,900,0.047368
1785252901427892610,900,0.047368
1785252901488724657,1811,0.040002
1785252901510530438,1039,0.046658
1785252901544341936,599,0.045603
1785252901584372076,1876,0.040206
1785252901614803638,1098,0.045965
1785252901639273830,626,0.042880
1785252901661487245,626,0.042880
1785252901713009967,1182,0.046482
1785252901727824184,1182,0.046482
1785252901786793695,2162,0.041148
1785252901813455323,1327,0.047679
1785252901827331191,1327,0.047679
1785252901889901435,2461,0.044245
1785252901914150382,1365,0.046881
1785252901936554529,458,0.049103
1785252901961536796,458,0.049103
1785252902028102286,1482,0.042132
1785252902029109727,1482,0.042132
1785252902102061438,2750,0.043327
1785252902126511180,1735,0.043404
1785252902127406487,1735,0.043404
1785252902201816859,2608,0.043235
1785252902226563840,1817,0.046476
1785252902234020865,238,0.046925
1785252902261171050,238,0.046925
1785252902326576847,1974,0.044790
1785252902327647567,1974,0.044790
1785252902397262804,2391,0.042769
1785252902424947468,2250,0.043544
1785252902427257169,2250,0.043544
1785252902496849154,2291,0.044742
1785252902532668386,2295,0.041582
1785252902537633032,180,0.053489
1785252902561053085,180,0.053489
1785252902636073072,2493,0.041396
1785252902636102247,2493,0.041396
1785252902693873614,1926,0.044699
1785252902731619516,2539,0.038405
1785252902731653142,2539,0.038405
1785252902784867435,1757,0.044942
1785252902825427528,2510,0.040043
1785252902834152357,241,0.040461
1785252902861869415,241,0.040461
1785252902923794446,2565,0.038582
1785252902927935128,2565,0.038582
1785252902989834227,1522,0.043991
1785252903039507116,2660,0.037377
1785252903046231466,299,0.046917
1785252903080871019,1283,0.042791
1785252903132133420,2588,0.040030
1785252903138302144,323,0.040236
1785252903161103826,323,0.040236
1785252903228024670,2704,0.037728
1785252903228074915,2704,0.037728
1785252903276811625,983,0.049899
1785252903326173398,2859,0.037529
1785252903327191092,2859,0.037529
1785252903375908742,902,0.046972
1785252903426274835,2950,0.038817
1785252903444132267,461,0.051719
1785252903460989072,461,0.051719
1785252903535145819,2906,0.040437
1785252903535174530,2906,0.040437
1785252903573009219,696,0.043784
1785252903637987307,3029,0.040307
1785252903638094249,3029,0.040307
1785252903672478424,602,0.053727
1785252903736219172,2828,0.040966
1785252903747799826,715,0.043945
1785252903760954346,715,0.043945
1785252903828175826,2935,0.042349
1785252903828215633,2935,0.042349
1785252903869815396,411,0.042365
1785252903927909806,2794,0.042008
1785252903951129997,883,0.046414
1785252903961017341,883,0.046414
1785252904037092289,2792,0.044268
1785252904051924827,927,0.044901
1785252904061351483,927,0.044901
1785252904128043847,2498,0.043153
1785252904128128525,2498,0.043153
1785252904169326264,253,0.045649
1785252904226425781,2282,0.040230
1785252904227261877,2282,0.040230
1785252904266152896,200,0.046400
1785252904328665843,2215,0.043253
1785252904346803209,1243,0.045991
1785252904361112470,1243,0.045991
1785252904429102010,1956,0.041091
1785252904429139102,1956,0.041091
1785252904473738765,215,0.048928
1785252904532135142,1890,0.045067
1785252904554679025,1581,0.043285
1785252904565707761,215,0.046195
1785252904618426172,1776,0.043705
1785252904651130610,1560,0.045517
1785252904660936307,1560,0.045517
1785252904717337198,1813,0.042843
1785252904727485773,1813,0.042843
1785252904766222645,199,0.047607
1785252904824631932,1666,0.042129
1785252904827472442,1666,0.042129
1785252904866496598,230,0.063583
1785252904924699640,1674,0.044938
1785252904952406986,1834,0.042179
1785252904961067529,1834,0.042179
1785252905018329084,1619,0.048149
1785252905027730066,1619,0.048149
1785252905068169980,315,0.063504
1785252905114956962,1454,0.046354
1785252905158473231,1938,0.039943
1785252905167706716,336,0.058320
1785252905213470521,1354,0.045911
1785252905257516875,2005,0.038494
1785252905260906958,2005,0.038494
1785252905312685890,1323,0.046366
1785252905327345382,1323,0.046366
1785252905375408727,361,0.052638
1785252905410401143,1169,0.046716
1785252905427219811,1169,0.046716
1785252905469641496,412,0.049967
1785252905511356982,1066,0.049176
1785252905561129849,2141,0.040251
1785252905561170089,2141,0.040251
1785252905614817928,1029,0.050466
1785252905627750328,1029,0.050466
1785252905671060639,587,0.054728
1785252905711123515,949,0.050090
1785252905767601897,2161,0.035670
1785252905780355989,674,0.047951
1785252905816135870,808,0.050730
1785252905853414641,2086,0.036856
1785252905861077963,2086,0.036856
1785252905907607873,788,0.045329
1785252905927659732,788,0.045329
1785252905975062710,880,0.049719
1785252906005418461,692,0.048333
1785252906027313549,692,0.048333
1785252906079551754,951,0.045263
1785252906104206649,573,0.046576
1785252906160203415,2174,0.038603
1785252906160637804,2174,0.038603
1785252906203823516,506,0.043943
1785252906227394983,506,0.043943
1785252906277010531,1039,0.044503
1785252906310656384,408,0.040677
1785252906360878645,2154,0.039570
1785252906379471891,1182,0.039346
1785252906402001273,394,0.044852
1785252906460469635,2038,0.039952
1785252906461103303,2038,0.039952
1785252906500960874,384,0.046285
1785252906527754488,384,0.046285
1785252906582145672,1304,0.045877
1785252906600851998,301,0.039066
1785252906627102184,301,0.039066
1785252906686523616,1455,0.044601
1785252906700640484,286,0.043054
1785252906761786795,1998,0.039017
1785252906762341924,1998,0.039017
1785252906801023189,255,0.043180
1785252906827712759,255,0.043180
1785252906884738172,1650,0.040742
1785252906899444001,196,0.041662
1785252906927265969,196,0.041662
1785252906993903673,1785,0.042469
1785252906997777375,177,0.039938
1785252907054693054,1976,0.041630
1785252907060919847,1976,0.041630
1785252907099288789,161,0.044368
1785252907127720382,161,0.044368
1785252907193756290,1932,0.038676
1785252907198334058,175,0.039526
1785252907227397765,175,0.039526
1785252907311319309,2140,0.040994
1785252907316427275,135,0.042759
1785252907350282466,1633,0.044620
1785252907361191576,1633,0.044620
1785252907399041240,142,0.042383
1785252907427681992,142,0.042383
1785252907500588060,2351,0.042018
1785252907504486027,155,0.028539
1785252907550806785,1442,0.040649
1785252907593249121,2429,0.038644
1785252907599736276,223,0.040404
1785252907649715667,1359,0.041914
1785252907661387501,1359,0.041914
1785252907709898534,241,0.043932
1785252907727587202,241,0.043932
1785252907808895939,2495,0.042233
1785252907816381233,352,0.042676
1785252907827448260,352,0.042676
1785252907892704742,2546,0.038025
1785252907903483018,435,0.047445
1785252907944687795,1007,0.043806
1785252907961413236,1007,0.043806
1785252908004591080,482,0.042993
1785252908027698030,482,0.042993
1785252908101213421,2703,0.037155
1785252908111151214,545,0.041528
1785252908127744685,545,0.041528
1785252908203100523,2771,0.035850
1785252908223590059,625,0.041206
1785252908240630172,593,0.041122
1785252908261472018,593,0.041122
1785252908307255825,607,0.037831
1785252908327852923,607,0.037831
1785252908390932068,2662,0.034993
1785252908409422461,804,0.042185
1785252908427342567,804,0.042185
1785252908498402675,2620,0.034155
1785252908513271024,946,0.040131
1785252908536799334,451,0.043493
1785252908560712209,451,0.043493
1785252908611221771,1009,0.037852
1785252908627472986,1009,0.037852
1785252908698715568,2512,0.032298
1785252908723385677,1157,0.036992
1785252908733388470,327,0.034594
1785252908791155189,2576,0.035569
1785252908813093389,1200,0.039724
1785252908834001626,246,0.034592
1785252908861095529,246,0.034592
1785252908921162540,1347,0.040721
1785252908927816684,1347,0.040721
1785252908992778586,2579,0.034609
1785252909016548556,1533,0.037455
1785252909027158212,1533,0.037455
1785252909092340989,2431,0.033745
1785252909118045959,1651,0.036191
1785252909139874785,95,0.035371
1785252909161007511,95,0.035371
1785252909220300701,1769,0.034674
1785252909227493495,1769,0.034674
1785252909291156054,2223,0.037526
1785252909321453061,1945,0.034163
1785252909327008457,1945,0.034163
1785252909398661300,2125,0.037615
1785252909428869884,2096,0.034707
1785252909431248439,63,0.041076
1785252909461030499,63,0.041076
1785252909531332126,2181,0.032598
1785252909531371112,2181,0.032598
1785252909591035597,1675,0.039474
1785252909622772902,2411,0.035902
1785252909627204577,2411,0.035902
1785252909698709462,1413,0.038683
1785252909730137395,2482,0.036155
1785252909733412734,154,0.032276
1785252909761131832,154,0.032276
1785252909823651932,2459,0.035344
1785252909827714413,2459,0.035344
1785252909880507880,1181,0.038323
1785252909926150244,2432,0.035583
1785252909933860077,242,0.034293
1785252909980146055,1013,0.040071
1785252910025700566,2426,0.036594
1785252910034635791,257,0.035059
1785252910061140445,257,0.035059
1785252910132774244,2421,0.033631
1785252910133867066,2421,0.033631
1785252910176158542,822,0.040102
1785252910219625117,2297,0.034880
1785252910227238571,2297,0.034880
1785252910274219110,772,0.039212
1785252910320433890,2146,0.033637
1785252910336410168,364,0.037935
1785252910361419707,364,0.037935
1785252910420686796,2124,0.034754
1785252910427562679,2124,0.034754
1785252910473822409,672,0.043422
1785252910525873541,2207,0.035233
1785252910527276989,2207,0.035233
1785252910571822710,558,0.040597
1785252910627891516,2142,0.032178
1785252910640473204,642,0.038543
1785252910661040020,642,0.038543
1785252910719479329,2182,0.030995
1785252910727670493,2182,0.030995
1785252910770545816,418,0.042531
1785252910823396449,2104,0.032873
1785252910827168702,2104,0.032873
1785252910869174856,380,0.040190
1785252910923018803,2052,0.035667
1785252910943610172,1055,0.039439
1785252910960847702,1055,0.039439
1785252911018791739,1987,0.033265
1785252911027670721,1987,0.033265
1785252911066253336,274,0.039958
1785252911127344108,2008,0.032173
1785252911128191918,2008,0.032173
1785252911166215618,218,0.037187
1785252911217782739,1985,0.034003
1785252911241944305,1326,0.034602
1785252911261143204,1326,0.034602
1785252911323365714,1916,0.031434
1785252911327602857,1916,0.031434
1785252911366293900,281,0.040020
1785252911423359912,1847,0.033254
1785252911449742480,1556,0.033519
1785252911466182130,249,0.032660
1785252911522156457,1817,0.033283
1785252911562004414,1479,0.033526
1785252911562798957,1479,0.033526
1785252911619192871,1789,0.032388
1785252911627565885,1789,0.032388
1785252911667316532,256,0.037388
1785252911716292385,1690,0.031191
1785252911750572474,1787,0.031895
1785252911765864373,263,0.039831
1785252911815628874,1597,0.033078
1785252911851530032,1777,0.030620
1785252911861154163,1777,0.030620
1785252911915380245,1549,0.032741
1785252911927783460,1549,0.032741
1785252911967661703,252,0.037866
1785252912036381898,1406,0.034272
1785252912037332737,1406,0.034272
1785252912066991218,221,0.038083
1785252912113355116,1297,0.035139
1785252912152717128,1971,0.032009
1785252912161067634,1971,0.032009
1785252912214268343,1188,0.039591
1785252912227693457,1188,0.039591
1785252912266271009,196,0.037841
1785252912314263902,1025,0.035506
1785252912359459172,2059,0.032317
1785252912365623278,247,0.036046
1785252912409712744,892,0.037833
1785252912461980481,2071,0.031311
1785252912463010923,2071,0.031311
1785252912509624246,891,0.039727
1785252912527510467,891,0.039727
1785252912568558951,348,0.038786
1785252912600679277,322,0.039659
