bag_timestamp_ns,header_stamp_ns,timestamp_ns,mission_id,waypoint_index,request_id,state,state_name,reason,reason_name,external_mode_state,external_mode_state_name,external_mode_reason,waypoint_accepted,accepted_waypoint_index,acceptance_position_error_m,acceptance_speed_mps
1788526815441631271,10876000000,10876000000,external_mode_open_route,0,0,0,ACTIVE,0,NONE,1,WAIT_AIRBORNE,WAIT_AIRBORNE,False,0,0.0,0.0
1788526815681502831,11068000000,11068000000,external_mode_open_route,0,0,2,PAUSED,2,OPERATOR_TAKEOVER,8,HANDOVER_HOLD,OPERATOR_TAKEOVER,False,0,0.0,0.0
1788526830516346395,22936000000,22936000000,external_mode_open_route,0,0,0,ACTIVE,0,NONE,1,WAIT_AIRBORNE,WAIT_AIRBORNE,False,0,0.0,0.0
1788526830516466193,22936000000,22936000000,external_mode_open_route,0,1,0,ACTIVE,0,NONE,3,WAIT_FIRST_COMMAND,WAIT_FIRST_COMMAND,False,0,0.0,0.0
1788526830518489399,22936000000,22936000000,external_mode_open_route,1,2,0,ACTIVE,0,NONE,3,WAIT_FIRST_COMMAND,WAIT_FIRST_COMMAND,True,0,0.32607495287972244,0.06899210085658437
1788526837468483672,28496000000,28496000000,external_mode_open_route,2,3,0,ACTIVE,0,NONE,0,TRACK_TRAJECTORY,NONE,True,1,0.6800003715317807,0.5192010528718619
1788526840059814777,30568000000,30568000000,external_mode_open_route,2,3,2,PAUSED,1,SAFETY_STOP,6,RECOVERY_HOLD,SAFETY_STOP,False,0,0.0,0.0
