timestamp_ns,relative_time_from_T_cross_s,bundle_generation,trajectory_time_s,analytic_role,NavigationCommand_role,recovery_state,safety_suffix_active,planner_position,planner_velocity,planner_acceleration,planner_jerk,LIO_position,LIO_velocity,PX4_input_trajectory_position,PX4_input_trajectory_velocity,PX4_input_trajectory_acceleration,PX4_effective_position_setpoint,PX4_effective_velocity_setpoint,PX4_effective_acceleration_setpoint,PX4_position,PX4_velocity,aligned_LIO_tracking_error_m,px4_tracking_error_m,frame_position_residual_m,frame_velocity_residual_mps,delta_v_px4_controller_mps,delta_a_px4_controller_mps2,command_gap_ms,setpoint_gap_ms,external_mode_output_state,planner_source_method,LIO_source_method,LIO_position_source_ns,LIO_position_source_age_ms,LIO_velocity_source_ns,LIO_velocity_source_age_ms,LIO_velocity_source_semantics,PX4_state_source_method,PX4_position_source_ns,PX4_position_source_age_ms,PX4_velocity_source_ns,PX4_velocity_source_age_ms,PX4_effective_source_method,PX4_effective_source_ns,PX4_effective_source_age_ms,planner_velocity_norm_mps,planner_acceleration_norm_mps2,planner_jerk_norm_mps3
26504000000,-2.815484858,1,3.4560000000000004,MAIN,MAIN,TRACK_MAIN,False,"1.2024277521862157,-0.13741835415630094,2.9731042819583129","0.76605059996838598,0.049822816926610766,0.0098786561834921793","-0.10451640737090306,0.0026168714309323937,0.00019504856684553207","-0.30193333114851839,-0.013245277120910587,0.0079457610642479914","1.1467917643998538,-0.19542985444047456,2.9495406866871905","0.74601040488236248,0.071470777743796315,0.026657367192198345",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.030189348384737968,1.3064137101173401,-2.9834209680557251","0.069190923124551773,0.74969938397407532,-0.023231045342981815","0.029413302429020405,-0.056754037737846375,0.010643867775797844","0.01721577625721693,1.3194131851196289,-2.9700675010681152","0.061603119596838951,0.76138985157012939,-0.019970626570284367",0.08376121014100829,0.02629990696333493,0.05833167069738805,0.01945791761396459,0.028649120378360277,0.05582808231242454,16.0,0.0,WAIT_FIRST_COMMAND,scenario.pva_command,linear,26508000000,4.0,26508000000,4.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26492000000,12.0,26492000000,12.0,position:linear;velocity:linear;acceleration:linear,26492000000,12.0,0.7677326505017344,0.10454934466437377,0.3023281477853835
26512000000,-2.807484858,1,3.4720000000000004,MAIN,MAIN,TRACK_MAIN,False,"1.214670978523877,-0.13662086315848324,2.9732623708249806","0.76433992978617837,0.049862993872927329,0.0098827883129694385","-0.10930229374254186,0.0024053997260419097,0.00032110874781833554","-0.29628149371072787,-0.01318795209314666,0.0078111856376931188","1.1529122178118945,-0.19504691990931849,2.9505062500567552","0.74571262698258156,0.071708824670154173,0.027956044747764537",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.030719819789131481,1.3146187663078308,-2.9835262695948281","0.069365527480840683,0.7520061035950979,-0.023239981693526108","0.028650328827401001,-0.050235539674758911,0.010162452235817909","0.017651480622589588,1.3254072666168213,-2.9701631863911948","0.061985007797678314,0.76046689351399743,-0.019898042393227417",0.08800903172146479,0.030614233028286923,0.058123163602964364,0.01942092679032673,0.026662458638414415,0.06547963645696987,8.0,24.0,WAIT_FIRST_COMMAND,scenario.pva_command,linear,26508000000,4.0,26508000000,4.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26516000000,4.0,26516000000,4.0,position:linear;velocity:linear;acceleration:linear,26516000000,4.0,0.7660284041263422,0.10932922974232862,0.29667770428014595
26516000000,-2.803484858,1,3.4880000000000004,MAIN,MAIN,TRACK_MAIN,False,"1.2268862254248905,-0.13582275635801777,2.9734205418489652","0.76255341420278944,0.049899794797284402,0.0098889200327823765","-0.11399674987237773,0.0021948804079674616,0.00044498821047510295","-0.29050491488161967,-0.01312623134984682,0.0076731796119287321","1.156045566906297,-0.19494829053754592,2.9513655381027011","0.74584076876079786,0.071600535061455542,0.029224751464974563",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.030985055491328239,1.3187212944030762,-2.9835789203643799","0.069452829658985138,0.75315946340560913,-0.023244449868798256","0.028268842026591301,-0.046976290643215179,0.0099217444658279419","0.017869332805275917,1.3284043073654175,-2.9702110290527344","0.062175951898097992,0.7600054144859314,-0.019861750304698944",0.09487176019032345,0.03800882377289571,0.05797672397394263,0.019419725720228622,0.025474254868071002,0.07265715777650017,4.0,0.0,WAIT_FIRST_COMMAND,scenario.pva_command,linear,26508000000,8.0,26508000000,8.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,exact,26516000000,0.0,26516000000,0.0,position:exact;velocity:exact;acceleration:exact,26516000000,0.0,0.7642483168267739,0.11401874624805429,0.29090252870194117
26552000000,-2.767484858,1,3.504,MAIN,MAIN,TRACK_MAIN,False,"1.239072291150688,-0.13502408764635238,2.9735788267422465","0.7606925319752218,0.049933235499850195,0.0098970160144704333","-0.11859779751590338,0.0019853836812770281,0.00056663246912486143","-0.28460580611567821,-0.013060130938317441,0.0075317937059560525","1.1833171944375533,-0.19291952727645387,2.9547376439062507","0.7435838040294136,0.073313573185134956,0.033241062076297949",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.032446451485157013,1.3411939938863118,-2.9838687181472778","0.068654008209705353,0.74359919627507531,-0.023090767674148083","0.020826290982464947,-0.069133227070172637,0.0096837518115838375","0.019914644149442513,1.3552112181981404,-2.9706600507100425","0.063828134288390473,0.75544025500615442,-0.019790335558354855",0.08255605919684601,0.02655347767157513,0.05726787903054223,0.02028474857345363,0.028578392870649786,0.053914690903452425,36.0,40.0,WAIT_FIRST_COMMAND,scenario.pva_command,linear,26548000000,4.0,26548000000,4.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26556000000,4.0,26556000000,4.0,position:linear;velocity:linear;acceleration:linear,26556000000,4.0,0.7623938661455429,0.11861576790772871,0.28500484173310126
26568000000,-2.751484858,1,3.52,MAIN,MAIN,TRACK_MAIN,False,"1.2512279978745138,-0.13422491065315689,2.9737372566446103","0.75875879322696083,0.049963332901963496,0.0099070400643532508","-0.12310349425519629,0.001776979484795993,0.0006859878607141795","-0.27858643428185381,-0.01298966802897937,0.0073870800304592643","1.1952066007078779,-0.19174096995702331,2.9552704660022933","0.74184505487389163,0.074863477096741016,0.033493286436405457",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.033776950091123581,1.361535519361496,-2.9841323494911194","0.069303194060921669,0.75330768525600433,-0.023157698102295399","0.020525877363979816,-0.041512085124850273,0.009253843454644084","0.020851938985288143,1.3670666515827179,-2.9708681106567383","0.064538894221186638,0.75342556834220886,-0.019839448854327202",0.08238638464561367,0.026627663120466865,0.0570364884753948,0.02066718617668695,0.024069165880796224,0.08430586849168539,16.0,16.0,WAIT_FIRST_COMMAND,scenario.pva_command,exact,26568000000,0.0,26568000000,0.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26572000000,4.0,26572000000,4.0,position:linear;velocity:linear;acceleration:linear,26572000000,4.0,0.7604665609852567,0.12311822989823067,0.278986920468966
26584000000,-2.735484858,1,3.536,MAIN,MAIN,TRACK_MAIN,False,"1.2633521921786566,-0.13342527872841964,2.973895862109909","0.75675373886765396,0.049990105041738987,0.0099189551368712853","-0.12751193438555797,0.0015697374736387409,0.00080300156709407766","-0.27244912166353963,-0.012914860915367435,0.0072390920878061815","1.2070727653632507,-0.19053594890741213,2.9558072672854925","0.74039246999923303,0.076030041966536455,0.033732133873548842",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.034575732424855232,1.3737136721611023,-2.9842907190322876","0.069088466465473175,0.75199249386787415,-0.02310052327811718","0.017936222720891237,-0.043157253414392471,0.0093618235550820827","0.02181561291217804,1.3788691163063049,-2.9710922241210938","0.065223954617977142,0.75131431221961975,-0.019875754602253437",0.08219610570876333,0.02669586289635136,0.05678758358541083,0.0206895482739885,0.023689039695222243,0.08652686121003157,16.0,0.0,WAIT_FIRST_COMMAND,scenario.pva_command,linear,26588000000,4.0,26588000000,4.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26572000000,12.0,26572000000,12.0,position:linear;velocity:linear;acceleration:linear,26572000000,12.0,0.7584679410253704,0.12752412437652627,0.27285109855368594
26600000000,-2.719484858,1,3.552,MAIN,MAIN,TRACK_MAIN,False,"1.2754437455423009,-0.13262524492461608,2.9740546730925437","0.75467893999860847,0.050013571069383457,0.0099327233482823796","-0.13182124980211718,0.0013637270012378661,0.0009176216372866336","-0.26619624595861247,-0.012835729014131325,0.0070878847720482474","1.2189065293575423,-0.18931451481875314,2.9563489301251242","0.738255069293559,0.077151323003410779,0.033983642810635685",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.035108592361211777,1.3818121949831645,-2.9843964179356894","0.068441413342952728,0.74517914652824402,-0.022979728877544403","0.01414424708733956,-0.059288193782170616,0.0098199089989066124","0.022792848447958629,1.3906425038973491,-2.971325715382894","0.06589532022674878,0.74913188815116882,-0.019924763900538284",0.08199770404761811,0.02675433853564048,0.05654113707095956,0.02103936460966112,0.02449603641652501,0.07442902977620455,16.0,24.0,WAIT_FIRST_COMMAND,scenario.pva_command,linear,26608000000,8.0,26608000000,8.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26596000000,4.0,26596000000,4.0,position:linear;velocity:linear;acceleration:linear,26596000000,4.0,0.7563995761247153,0.13183149729937568,0.2665997663395903
26612000000,-2.707484858,1,3.568,MAIN,MAIN,TRACK_MAIN,False,"1.2875015548197277,-0.13182486197895424,2.9742137189341635","0.75253599730409304,0.050033751242225553,0.0099483059907145427","-0.13602961088651888,0.0011590171013747819,0.0010297970097529197","-0.25983024027938395,-0.012752292865034626,0.0069335143689195911","1.2273522105820955,-0.18859250745643097,2.9567944813208209","0.73565756048543807,0.077443255687294543,0.034216374506399763",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.035508409142494202,1.3878742853800456,-2.9844756921132407","0.067932218313217163,0.74007606506347656,-0.022879470139741898","0.011220266732076805,-0.071013977130254105,0.010400811210274696","0.023541052515308063,1.3994383017222087,-2.971511205037435","0.066380937894185379,0.74741894006729126,-0.020011020203431446",0.08452182572746374,0.028975010698923453,0.05677951100666577,0.021505743779210086,0.025353895976382313,0.06677514643293432,12.0,24.0,WAIT_FIRST_COMMAND,scenario.pva_command,linear,26608000000,4.0,26608000000,4.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26620000000,8.0,26620000000,8.0,position:linear;velocity:linear;acceleration:linear,26620000000,8.0,0.7542630657097825,0.13603844618511454,0.2602353710748445
26616000000,-2.703484858,1,3.584,MAIN,MAIN,TRACK_MAIN,False,"1.2995245427086966,-0.13102418229570295,2.9743730283505929","0.75032654042847469,0.050050666919457164,0.009965663546574785","-0.14013522739348794,0.00095567647020972091,0.0011394775346583036","-0.25335359315265649,-0.012664574130955855,0.0067760385558389424","1.2298864099196831,-0.18848395264494627,2.9569683908372957","0.73424288800199,0.077182095158227979,0.03432124148362984",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.035641681402921677,1.3898949821790059,-2.9845021168390908","0.067762486636638641,0.73837503790855408,-0.022846050560474396","0.010245606613655884,-0.07492257157961528,0.010594445280730724","0.023790453871091206,1.4023702343304951,-2.9715730349222818","0.066542810449997589,0.74684795737266541,-0.020039772304395836",0.09194572395656757,0.0362583840096448,0.05714771285633298,0.021818398540216808,0.02494897472453409,0.0669079832681141,4.0,0.0,WAIT_FIRST_COMMAND,scenario.pva_command,linear,26608000000,8.0,26608000000,8.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26620000000,4.0,26620000000,4.0,position:linear;velocity:linear;acceleration:linear,26620000000,4.0,0.7520600381487966,0.1401431185723804,0.253760417125663
26648000000,-2.671484858,1,3.6,MAIN,MAIN,TRACK_MAIN,False,"1.3115116582087143,-0.13022325792860606,2.9745326294189969","0.74805222733914967,0.050064340556588073,0.0099847557033154177","-0.14413634933751851,0.00075377344831183135,0.0012466139961410383","-0.24676884851968417,-0.012572595597887246,0.0066155164019073565","1.2520818205006774,-0.18662025710634494,2.9581834090315748","0.72848337605815394,0.077507314328687307,0.034670249657802736",NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,"0.037175272591412067,1.413050651550293,-2.9848065972328186","0.067026101052761078,0.73409090936183929,-0.022645981051027775","0.0038393107242882252,-0.082058433443307877,0.011624600505456328","0.025843674782663584,1.4257045388221741,-2.9721050262451172","0.067868292331695557,0.74237620830535889,-0.02021546708419919",0.08354534178237576,0.026890912172028027,0.05802895216417477,0.022245500042876565,0.025355992311456847,0.06347327268068237,32.0,32.0,WAIT_FIRST_COMMAND,scenario.pva_command,exact,26648000000,0.0,26648000000,0.0,body_twist_rotated_by_q_xyzw_to_lio_enu_then_enu_to_ned,linear,26652000000,4.0,26652000000,4.0,position:linear;velocity:linear;acceleration:linear,26652000000,4.0,0.7497921501115384,0.1441437110012571,0.24717746624047823
