timestamp_ns,evaluation_now_ns,execution_state_source_stamp_ns,execution_state_receive_stamp_ns,source_age_ms,receive_age_ms,bundle_start_timestamp_ns,bundle_generation,measured_position_at_source,measured_velocity_at_source,command_position_at_now,command_velocity_at_now,command_position_at_source,command_velocity_at_source,raw_anchor_error_m,time_aligned_anchor_error_m,command_motion_during_state_age_m,velocity_residual_time_aligned_mps,relative_anchor_speed_mps,backup_available,time_to_backup_start_s,anchor_error_m,projected_anchor_error_m,retained_tracking_limit_m,sampled_path_clear,committed_suffix_usable,safety_suffix_usable,execution_state_source_age_ms,execution_state_receive_age_ms,tracking_certificate_exceeded,projected_tracking_certificate_exceeded,planner_result,planning_failure_stage_reason,emergency_authorization_reason,emergency_candidate_commit_result,analytic_sample_role,navigation_command_role,execution_recovery_state,retained_elapsed_s,committed_bundle_duration_s,committed_safety_transition_time_s,validate_without_new_commit,fresh_vehicle_state,committed_command_available,command_anchor_valid,current_vehicle_state_known_free,safety_trajectory_available,terminal_stop,committed_role,recovery_state_before,source_record
29924000000,29932000000,29928000000,2496422117524,4.0,6.128108,29848000000,4,"[3.7910459280913256, -0.06310452117489851, 3.0977952667974225]","[2.792274710503854, 0.0344878312137124, -0.07739532874431784]","[4.227297058848808, 0.004651605981932217, 2.9950002616018474]","[2.71284696766756, 3.054739485175703e-05, 0.005096381291998307]","[4.216457831178417, 0.00465097781109623, 2.9949801629526744]","[2.7067542100926336, 0.00028404255912480204, 0.004952670178092712]",0.4532910267671672,0.4428736168588373,0.010839246322547656,0.12355099382618723,0.11958659191129074,True,-0.012,0.45329102676716715,0.4772083451494253,0.25,True,False,False,4.0,6.128108,True,True,4,7,1,1,EMERGENCY,EMERGENCY,EMERGENCY_BRAKE,0.08399999999999608,1.4693287245254252,1.0090261158727127,False,True,True,True,True,True,False,MAIN,TRACK_MAIN,scenario.pva_command
