timestamp_ns,evaluation_now_ns,execution_state_source_stamp_ns,execution_state_receive_stamp_ns,source_age_ms,receive_age_ms,bundle_start_timestamp_ns,bundle_generation,measured_position_at_source,measured_velocity_at_source,command_position_at_now,command_velocity_at_now,command_position_at_source,command_velocity_at_source,raw_anchor_error_m,time_aligned_anchor_error_m,command_motion_during_state_age_m,velocity_residual_time_aligned_mps,backup_available,time_to_backup_start_s,retained_tracking_limit_m,sampled_path_clear,committed_suffix_usable,tracking_certificate_exceeded,projected_tracking_certificate_exceeded,planner_result,planning_failure_stage_reason,emergency_authorization_reason,emergency_candidate_commit_result,analytic_sample_role,navigation_command_role,execution_recovery_state,source_record
23916000000,23932000000,23928000000,1625121096725,4.0,5.180851,23280000000,2,"[-0.15561332718796506, -0.30986001631931803, 2.973643296037222]","[0.6138094924680986, 0.10690389634659975, 0.35993648833177033]","[0.14308932743252148, -0.24869567305153384, 2.9384969994814973]","[1.4847385992584998, 0.24291176511086474, 0.10293462041217685]","[0.13718205691598273, -0.24966265412600072, 2.938086296425984]","[1.468893860059021, 0.24057722699214867, 0.10241570587419131]",0.3069195577448396,0.30102684197420887,0.005999964529374581,0.902969982015906,True,-0.004,0.25,True,False,True,True,4,1,1,1,EMERGENCY,EMERGENCY,EMERGENCY_BRAKE,scenario.pva_command
28256000000,28244000000,28228000000,1630495772490,16.0,21.382264,28000000000,7,"[4.864491288378047, -0.06486259165635087, 2.992772841666242]","[2.6186988826013984, -0.1339941995556293, -0.004402912292384889]","[5.17071964320603, 0.0017480628083758026, 3.0006890388026033]","[2.9140171065745872, -0.006563049882251989, -0.003456513195286267]","[5.124022042338569, 0.0018534197417071304, 3.0007460030791884]","[2.922896559467936, -0.006601280111281307, -0.0036627107255992205]",0.31348915573903663,0.26808731736339164,0.046697754461953206,0.3297964985167552,True,-0.012,0.25,True,False,True,True,4,1,1,1,EMERGENCY,EMERGENCY,EMERGENCY_BRAKE,scenario.pva_command
