record_time_ns,header_ns,timebase_ns,point_count,offset_min_ns,offset_max_ns,offset_regressions,scan_start_ns,scan_end_ns,frame_id,imu_sample_count,first_imu_ns,last_imu_ns,start_bracket,end_bracket,maximum_imu_gap_ns
1701245225569788891,1701245225525501013,1701245225525501013,6528,0,32635000,0,1701245225525501013,1701245225558136013,livox_frame,7,1701245225525203870,1701245225559024494,1,1,6013458
1701245225603015225,1701245225558712482,1701245225558712482,6528,0,32635000,0,1701245225558712482,1701245225591347482,livox_frame,8,1701245225553044013,1701245225595128851,1,1,6145198
1701245225635519844,1701245225591171265,1701245225591171265,6528,0,32635000,0,1701245225591171265,1701245225623806265,livox_frame,8,1701245225588983653,1701245225629087470,1,1,6264057
1701245225669756357,1701245225625467062,1701245225625467062,6528,0,32635000,0,1701245225625467062,1701245225658102062,livox_frame,8,1701245225623014957,1701245225663338383,1,1,6221201
1701245225703032208,1701245225658641815,1701245225658641815,6528,0,32635000,0,1701245225658641815,1701245225691276815,livox_frame,7,1701245225657128420,1701245225693042490,1,1,6209963
1701245225737060700,1701245225692672968,1701245225692672968,6528,0,32635000,0,1701245225692672968,1701245225725307968,livox_frame,8,1701245225687059817,1701245225727029081,1,1,6073126
1701245225769457722,1701245225725045443,1701245225725045443,6528,0,32635000,0,1701245225725045443,1701245225757680443,livox_frame,8,1701245225720955955,1701245225760972752,1,1,6130663
1701245225803455621,1701245225759172201,1701245225759172201,6528,0,32635000,0,1701245225759172201,1701245225791807201,livox_frame,8,1701245225755176855,1701245225797151477,1,1,6222089
1701245225835799280,1701245225791484356,1701245225791484356,6528,0,32635000,0,1701245225791484356,1701245225824119356,livox_frame,7,1701245225791156134,1701245225825067707,1,1,6016006
1701245225869927703,1701245225825525999,1701245225825525999,6528,0,32635000,0,1701245225825525999,1701245225858160999,livox_frame,7,1701245225825067707,1701245225858986471,1,1,6017686
1701245225903155040,1701245225858706713,1701245225858706713,6528,0,32635000,0,1701245225858706713,1701245225891341713,livox_frame,8,1701245225853007611,1701245225892938127,1,1,7637560
1701245225936763959,1701245225892483473,1701245225892483473,6528,0,32635000,0,1701245225892483473,1701245225925118473,livox_frame,8,1701245225888995289,1701245225927290329,1,1,6376125
1701245225969765403,1701245225925468683,1701245225925468683,6528,0,32635000,0,1701245225925468683,1701245225958103683,livox_frame,8,1701245225923167749,1701245225962955094,1,1,6037938
1701245226003007663,1701245225958671808,1701245225958671808,6528,0,32635000,0,1701245225958671808,1701245225991306808,livox_frame,8,1701245225957042449,1701245225996951969,1,1,6072190
1701245226036949175,1701245225992675781,1701245225992675781,6528,0,32635000,0,1701245225992675781,1701245226025310781,livox_frame,7,1701245225991022383,1701245226025321259,1,1,6254206
1701245226069516976,1701245226025131702,1701245226025131702,6528,0,32635000,0,1701245226025131702,1701245226057766702,livox_frame,8,1701245226019303401,1701245226061182961,1,1,7773548
1701245226103558238,1701245226059199095,1701245226059199095,6528,0,32635000,0,1701245226059199095,1701245226091834095,livox_frame,8,1701245226055219439,1701245226095055453,1,1,6047818
1701245226136014083,1701245226091558218,1701245226091558218,6528,0,32635000,0,1701245226091558218,1701245226124193218,livox_frame,8,1701245226089007635,1701245226128944950,1,1,6063581
1701245226169901309,1701245226125526428,1701245226125526428,6528,0,32635000,0,1701245226125526428,1701245226158161428,livox_frame,7,1701245226122976961,1701245226159315253,1,1,6355673
1701245226203181387,1701245226158771515,1701245226158771515,6528,0,32635000,0,1701245226158771515,1701245226191406515,livox_frame,8,1701245226153010108,1701245226193102066,1,1,6408121
1701245226236861613,1701245226192472935,1701245226192472935,6528,0,32635000,0,1701245226192472935,1701245226225107935,livox_frame,8,1701245226187075821,1701245226227149396,1,1,6203365
1701245226269875571,1701245226225488663,1701245226225488663,6528,0,32635000,0,1701245226225488663,1701245226258123663,livox_frame,8,1701245226221383252,1701245226262975111,1,1,6170152
1701245226303053960,1701245226258639097,1701245226258639097,6528,0,32635000,0,1701245226258639097,1701245226291274097,livox_frame,8,1701245226256973277,1701245226297062960,1,1,6325879
1701245226336922775,1701245226292584896,1701245226292584896,6528,0,32635000,0,1701245226292584896,1701245226325219896,livox_frame,8,1701245226291084597,1701245226331046108,1,1,6100039
1701245226369333106,1701245226325036764,1701245226325036764,6528,0,32635000,0,1701245226325036764,1701245226357671764,livox_frame,8,1701245226319174502,1701245226360987151,1,1,6117650
1701245226403529797,1701245226359221458,1701245226359221458,6528,0,32635000,0,1701245226359221458,1701245226391856458,livox_frame,8,1701245226355090789,1701245226395234497,1,1,6234926
1701245226435938843,1701245226391486883,1701245226391486883,6528,0,32635000,0,1701245226391486883,1701245226424121883,livox_frame,8,1701245226388999571,1701245226429342879,1,1,7969006
1701245226469892390,1701245226425527811,1701245226425527811,6528,0,32635000,0,1701245226425527811,1701245226458162811,livox_frame,8,1701245226423159590,1701245226463105223,1,1,6183289
1701245226503081551,1701245226458706141,1701245226458706141,6528,0,32635000,0,1701245226458706141,1701245226491341141,livox_frame,7,1701245226457179894,1701245226493085088,1,1,6164388
1701245226536748232,1701245226492457151,1701245226492457151,6528,0,32635000,0,1701245226492457151,1701245226525092151,livox_frame,8,1701245226486965602,1701245226526989775,1,1,6134003
1701245226569804264,1701245226525459766,1701245226525459766,6528,0,32635000,0,1701245226525459766,1701245226558094766,livox_frame,8,1701245226520960635,1701245226561060020,1,1,6324991
1701245226602973301,1701245226558669090,1701245226558669090,6528,0,32635000,0,1701245226558669090,1701245226591304090,livox_frame,8,1701245226557141049,1701245226597004573,1,1,6148101
1701245226637138584,1701245226592803955,1701245226592803717,6528,0,32635000,0,1701245226592803717,1701245226625438717,livox_frame,8,1701245226591100637,1701245226631048915,1,1,6087056
1701245226669330886,1701245226624995470,1701245226624995470,6528,0,32635000,0,1701245226624995470,1701245226657630470,livox_frame,8,1701245226619024054,1701245226659016891,1,1,6087056
1701245226703552467,1701245226659160137,1701245226659160137,6528,0,32635000,0,1701245226659160137,1701245226691795137,livox_frame,7,1701245226659016891,1701245226695324594,1,1,6220378
1701245226735809250,1701245226691477537,1701245226691477537,6528,0,32635000,0,1701245226691477537,1701245226724112537,livox_frame,8,1701245226689143953,1701245226728946048,1,1,6238781
1701245226769796343,1701245226725533724,1701245226725533724,6528,0,32635000,0,1701245226725533724,1701245226758168724,livox_frame,8,1701245226722955173,1701245226763006257,1,1,6094822
1701245226803012547,1701245226758698702,1701245226758698702,6528,0,32635000,0,1701245226758698702,1701245226791333702,livox_frame,7,1701245226756979052,1701245226793000893,1,1,6232443
1701245226836740597,1701245226792461395,1701245226792461395,6528,0,32635000,0,1701245226792461395,1701245226825096395,livox_frame,8,1701245226786938068,1701245226827166261,1,1,6232751
1701245226869248051,1701245226824883699,1701245226824883699,6528,0,32635000,0,1701245226824883699,1701245226857518699,livox_frame,8,1701245226821070575,1701245226860967761,1,1,6211834
1701245226903000050,1701245226858636141,1701245226858636141,6528,0,32635000,0,1701245226858636141,1701245226891271141,livox_frame,8,1701245226855085856,1701245226897017773,1,1,6098129
1701245226937055750,1701245226892678976,1701245226892678976,6528,0,32635000,0,1701245226892678976,1701245226925313976,livox_frame,8,1701245226891141650,1701245226931142633,1,1,6146157
1701245226969465096,1701245226925048351,1701245226925048351,6528,0,32635000,0,1701245226925048351,1701245226957683351,livox_frame,8,1701245226919036660,1701245226960141786,1,1,6787518
1701245227003644856,1701245226959212542,1701245226959212542,6528,0,32635000,0,1701245226959212542,1701245226991847542,livox_frame,8,1701245226954250982,1701245226994105388,1,1,6146661
1701245227035899656,1701245226991479397,1701245226991479397,6528,0,32635000,0,1701245226991479397,1701245227024114397,livox_frame,8,1701245226988176950,1701245227028041734,1,1,6049187
1701245227069997438,1701245227025513411,1701245227025513411,6528,0,32635000,0,1701245227025513411,1701245227058148411,livox_frame,7,1701245227021992547,1701245227058185875,1,1,6147422
1701245227103063329,1701245227058699608,1701245227058699608,6528,0,32635000,0,1701245227058699608,1701245227091334608,livox_frame,7,1701245227058185875,1701245227091973474,1,1,6029007
1701245227136924695,1701245227092607975,1701245227092607975,6528,0,32635000,0,1701245227092607975,1701245227125242975,livox_frame,7,1701245227091973474,1701245227125997757,1,1,6054911
1701245227169750805,1701245227125476360,1701245227125476360,6528,0,32635000,0,1701245227125476360,1701245227158111360,livox_frame,8,1701245227119987342,1701245227160007492,1,1,6173734
1701245227202932646,1701245227158634901,1701245227158634901,6528,0,32635000,0,1701245227158634901,1701245227191269901,livox_frame,8,1701245227155959802,1701245227196089757,1,1,6290467
1701245227237018398,1701245227192685366,1701245227192685366,6528,0,32635000,0,1701245227192685366,1701245227225320366,livox_frame,8,1701245227190253949,1701245227230096896,1,1,6109945
1701245227269183060,1701245227224861383,1701245227224861383,6528,0,32635000,0,1701245227224861383,1701245227257496383,livox_frame,7,1701245227224192266,1701245227260111113,1,1,6235480
1701245227303480723,1701245227259156942,1701245227259156942,6528,0,32635000,0,1701245227259156942,1701245227291791942,livox_frame,8,1701245227254072973,1701245227293954104,1,1,6051745
1701245227335859074,1701245227291517496,1701245227291517496,6528,0,32635000,0,1701245227291517496,1701245227324152496,livox_frame,8,1701245227287959201,1701245227328068511,1,1,7661428
1701245227369723550,1701245227325509548,1701245227325509548,6528,0,32635000,0,1701245227325509548,1701245227358144548,livox_frame,8,1701245227322121547,1701245227363984728,1,1,7793190
1701245227402951571,1701245227358711958,1701245227358711958,6528,0,32635000,0,1701245227358711958,1701245227391346958,livox_frame,7,1701245227357982860,1701245227392020989,1,1,6050322
1701245227436716731,1701245227392469645,1701245227392469883,6528,0,32635000,0,1701245227392469883,1701245227425104883,livox_frame,7,1701245227392020989,1701245227426116979,1,1,6145139
1701245227469777270,1701245227425462246,1701245227425462246,6528,0,32635000,0,1701245227425462246,1701245227458097246,livox_frame,8,1701245227419971840,1701245227461170952,1,1,7234008
1701245227502893377,1701245227458614588,1701245227458614588,6528,0,32635000,0,1701245227458614588,1701245227491249588,livox_frame,8,1701245227455320654,1701245227495148713,1,1,6138621
1701245227536976750,1701245227492668867,1701245227492668867,6528,0,32635000,0,1701245227492668867,1701245227525303867,livox_frame,8,1701245227489010092,1701245227529085070,1,1,6147826
1701245227569313760,1701245227525039434,1701245227525039434,6528,0,32635000,0,1701245227525039434,1701245227557674434,livox_frame,7,1701245227522978348,1701245227558983373,1,1,6106722
1701245227603590816,1701245227559154510,1701245227559154510,6528,0,32635000,0,1701245227559154510,1701245227591789510,livox_frame,7,1701245227558983373,1701245227593057635,1,1,6174990
1701245227635765340,1701245227591458797,1701245227591458797,6528,0,32635000,0,1701245227591458797,1701245227624093797,livox_frame,8,1701245227587112645,1701245227629041414,1,1,7705603
1701245227669951822,1701245227625556231,1701245227625556231,6528,0,32635000,0,1701245227625556231,1701245227658191231,livox_frame,8,1701245227623035681,1701245227662965739,1,1,6032545
1701245227703104617,1701245227658752203,1701245227658752203,6528,0,32635000,0,1701245227658752203,1701245227691387203,livox_frame,8,1701245227656933194,1701245227697173460,1,1,6235597
1701245227736775568,1701245227692456484,1701245227692456484,6528,0,32635000,0,1701245227692456484,1701245227725091484,livox_frame,7,1701245227690937863,1701245227725114662,1,1,6235597
1701245227769868491,1701245227725475550,1701245227725475550,6528,0,32635000,0,1701245227725475550,1701245227758110550,livox_frame,7,1701245227725114662,1701245227759060201,1,1,6190637
1701245227803038610,1701245227758661032,1701245227758661032,6528,0,32635000,0,1701245227758661032,1701245227791296032,livox_frame,8,1701245227755067172,1701245227795085982,1,1,6128358
1701245227837153459,1701245227792798042,1701245227792798042,6528,0,32635000,0,1701245227792798042,1701245227825433042,livox_frame,8,1701245227789054838,1701245227829199457,1,1,6115641
1701245227869478573,1701245227825045824,1701245227825045824,6528,0,32635000,0,1701245227825045824,1701245227857680824,livox_frame,8,1701245227823083816,1701245227863021969,1,1,6128121
1701245227903524641,1701245227859164715,1701245227859164715,6528,0,32635000,0,1701245227859164715,1701245227891799715,livox_frame,7,1701245227857147815,1701245227892951554,1,1,6074892
1701245227935809310,1701245227891503334,1701245227891503334,6528,0,32635000,0,1701245227891503334,1701245227924138334,livox_frame,8,1701245227887020162,1701245227927002492,1,1,6121915
1701245227969915001,1701245227925558329,1701245227925558329,6528,0,32635000,0,1701245227925558329,1701245227958193329,livox_frame,8,1701245227920928480,1701245227962138365,1,1,7003368
1701245228003090095,1701245227958735466,1701245227958735466,6528,0,32635000,0,1701245227958735466,1701245227991370466,livox_frame,8,1701245227955945606,1701245227996000464,1,1,6206249
1701245228035494286,1701245227991144896,1701245227991144896,6528,0,32635000,0,1701245227991144896,1701245228023779896,livox_frame,7,1701245227990335589,1701245228025985516,1,1,6102832
1701245228069817465,1701245228025493145,1701245228025493145,6528,0,32635000,0,1701245228025493145,1701245228058128145,livox_frame,8,1701245228019975962,1701245228060055341,1,1,6096628
1701245228102969686,1701245228058626413,1701245228058626413,6528,0,32635000,0,1701245228058626413,1701245228091261413,livox_frame,8,1701245228053958713,1701245228094052369,1,1,6134833
1701245228137118000,1701245228092753887,1701245228092753887,6528,0,32635000,0,1701245228092753887,1701245228125388887,livox_frame,8,1701245228088134004,1701245228128068785,1,1,6092616
1701245228169357574,1701245228125050545,1701245228125050545,6528,0,32635000,0,1701245228125050545,1701245228157685545,livox_frame,7,1701245228122127605,1701245228158002956,1,1,6036174
1701245228203474497,1701245228159162998,1701245228159162760,6528,0,32635000,0,1701245228159162760,1701245228191797760,livox_frame,7,1701245228158002956,1701245228192052984,1,1,6116338
1701245228235926888,1701245228191476583,1701245228191476583,6528,0,32635000,0,1701245228191476583,1701245228224111583,livox_frame,8,1701245228185936646,1701245228228105934,1,1,7515461
1701245228269836192,1701245228225529671,1701245228225529671,6528,0,32635000,0,1701245228225529671,1701245228258164671,livox_frame,8,1701245228222137635,1701245228262184114,1,1,6179759
1701245228303083222,1701245228258688688,1701245228258688688,6528,0,32635000,0,1701245228258688688,1701245228291323688,livox_frame,8,1701245228256043846,1701245228295926119,1,1,6241167
1701245228336738376,1701245228292473316,1701245228292473316,6528,0,32635000,0,1701245228292473316,1701245228325108316,livox_frame,8,1701245228289992720,1701245228330026579,1,1,6045635
1701245228369790396,1701245228325453997,1701245228325453997,6528,0,32635000,0,1701245228325453997,1701245228358088997,livox_frame,7,1701245228324025232,1701245228358163465,1,1,6104366
1701245228403065111,1701245228358658314,1701245228358658314,6528,0,32635000,0,1701245228358658314,1701245228391293314,livox_frame,7,1701245228358163465,1701245228393953185,1,1,6033327
1701245228437033714,1701245228392672539,1701245228392672539,6528,0,32635000,0,1701245228392672539,1701245228425307539,livox_frame,8,1701245228388017374,1701245228427998104,1,1,6094634
1701245228469517892,1701245228425019026,1701245228425019026,6528,0,32635000,0,1701245228425019026,1701245228457654026,livox_frame,8,1701245228422000935,1701245228462907376,1,1,6924868
1701245228503465274,1701245228459145546,1701245228459145546,6528,0,32635000,0,1701245228459145546,1701245228491780546,livox_frame,8,1701245228456932127,1701245228497022652,1,1,6484972
1701245228535841639,1701245228491471052,1701245228491471052,6528,0,32635000,0,1701245228491471052,1701245228524106052,livox_frame,7,1701245228491016977,1701245228526997771,1,1,6092111
1701245228569810607,1701245228525511503,1701245228525511503,6528,0,32635000,0,1701245228525511503,1701245228558146503,livox_frame,8,1701245228520905660,1701245228560946853,1,1,6094353
1701245228603051822,1701245228558704615,1701245228558704615,6528,0,32635000,0,1701245228558704615,1701245228591339615,livox_frame,8,1701245228555081332,1701245228595154478,1,1,6225130
1701245228636774697,1701245228592459679,1701245228592459679,6528,0,32635000,0,1701245228592459679,1701245228625094679,livox_frame,8,1701245228590995513,1701245228629160857,1,1,6067490
1701245228669398380,1701245228624957323,1701245228624957561,6528,0,32635000,0,1701245228624957561,1701245228657592561,livox_frame,7,1701245228623142780,1701245228658955883,1,1,6075090
1701245228703029739,1701245228658635855,1701245228658635855,6528,0,32635000,0,1701245228658635855,1701245228691270855,livox_frame,8,1701245228652911620,1701245228692940248,1,1,6196073
1701245228737106292,1701245228692799807,1701245228692799807,6528,0,32635000,0,1701245228692799807,1701245228725434807,livox_frame,8,1701245228686978305,1701245228729055808,1,1,7557369
1701245228769129114,1701245228724808693,1701245228724808693,6528,0,32635000,0,1701245228724808693,1701245228757443693,livox_frame,8,1701245228722925756,1701245228763044619,1,1,6373618
1701245228803476997,1701245228759185314,1701245228759185314,6528,0,32635000,0,1701245228759185314,1701245228791820314,livox_frame,8,1701245228757161567,1701245228797004910,1,1,6298879
1701245228835821813,1701245228791472197,1701245228791472197,6528,0,32635000,0,1701245228791472197,1701245228824107197,livox_frame,7,1701245228790995483,1701245228825278671,1,1,6220699
1701245228869853916,1701245228825526953,1701245228825526953,6528,0,32635000,0,1701245228825526953,1701245228858161953,livox_frame,7,1701245228825278671,1701245228859249480,1,1,6281516
1701245228903019156,1701245228858684778,1701245228858684778,6528,0,32635000,0,1701245228858684778,1701245228891319778,livox_frame,8,1701245228855218133,1701245228895015126,1,1,6087632
1701245228936638011,1701245228892433405,1701245228892433405,6528,0,32635000,0,1701245228892433405,1701245228925068405,livox_frame,8,1701245228888979059,1701245228928980843,1,1,6040446
1701245228969755355,1701245228925448179,1701245228925448179,6528,0,32635000,0,1701245228925448179,1701245228958083179,livox_frame,7,1701245228923038164,1701245228958963578,1,1,6063655
1701245229002919651,1701245228958603859,1701245228958603859,6528,0,32635000,0,1701245228958603859,1701245228991238859,livox_frame,8,1701245228952958643,1701245228993144840,1,1,6344442
1701245229036972790,1701245228992668867,1701245228992668867,6528,0,32635000,0,1701245228992668867,1701245229025303867,livox_frame,8,1701245228987062256,1701245229027117618,1,1,6088239
1701245229069397918,1701245229024998188,1701245229024998188,6528,0,32635000,0,1701245229024998188,1701245229057633188,livox_frame,8,1701245229021029379,1701245229061103655,1,1,6144176
1701245229103468596,1701245229059134960,1701245229059134960,6528,0,32635000,0,1701245229059134960,1701245229091769960,livox_frame,8,1701245229055067109,1701245229096937463,1,1,6249235
1701245229135669009,1701245229091450930,1701245229091450930,6528,0,32635000,0,1701245229091450930,1701245229124085930,livox_frame,7,1701245229090966465,1701245229125124659,1,1,6142229
1701245229169742326,1701245229125518084,1701245229125518084,6528,0,32635000,0,1701245229125518084,1701245229158153084,livox_frame,7,1701245229125124659,1701245229160656250,1,1,6613809
1701245229202942000,1701245229158696175,1701245229158696175,6528,0,32635000,0,1701245229158696175,1701245229191331175,livox_frame,8,1701245229154042441,1701245229195011000,1,1,6613809
1701245229236680418,1701245229192449331,1701245229192449331,6528,0,32635000,0,1701245229192449331,1701245229225084331,livox_frame,8,1701245229188939729,1701245229228974772,1,1,6084549
1701245229269784873,1701245229225478888,1701245229225478888,6528,0,32635000,0,1701245229225478888,1701245229258113888,livox_frame,8,1701245229222955561,1701245229263046831,1,1,6414216
1701245229302945045,1701245229258611202,1701245229258611202,6528,0,32635000,0,1701245229258611202,1701245229291246202,livox_frame,7,1701245229257074193,1701245229292939783,1,1,6079786
1701245229336889432,1701245229292579651,1701245229292579651,6528,0,32635000,0,1701245229292579651,1701245229325214651,livox_frame,8,1701245229286962804,1701245229326892333,1,1,6255802
1701245229369362321,1701245229325011492,1701245229325011492,6528,0,32635000,0,1701245229325011492,1701245229357646492,livox_frame,8,1701245229320898175,1701245229360984207,1,1,6187135
1701245229403665312,1701245229359176874,1701245229359176874,6528,0,32635000,0,1701245229359176874,1701245229391811874,livox_frame,8,1701245229355136950,1701245229395204382,1,1,6126280
1701245229435845825,1701245229391471386,1701245229391471386,6528,0,32635000,0,1701245229391471386,1701245229424106386,livox_frame,7,1701245229389149423,1701245229425028156,1,1,6054959
1701245229469888903,1701245229425498009,1701245229425498009,6528,0,32635000,0,1701245229425498009,1701245229458133009,livox_frame,7,1701245229425028156,1701245229459908452,1,1,6019705
1701245229503169564,1701245229458685637,1701245229458685637,6528,0,32635000,0,1701245229458685637,1701245229491320637,livox_frame,8,1701245229453928816,1701245229494092160,1,1,6387736
1701245229536919238,1701245229492471457,1701245229492471457,6528,0,32635000,0,1701245229492471457,1701245229525106457,livox_frame,8,1701245229487911537,1701245229528109978,1,1,6607211
1701245229569759072,1701245229525455713,1701245229525455713,6528,0,32635000,0,1701245229525455713,1701245229558090713,livox_frame,8,1701245229522198911,1701245229563929864,1,1,6142443
1701245229603012908,1701245229558661461,1701245229558661461,6528,0,32635000,0,1701245229558661461,1701245229591296461,livox_frame,7,1701245229557948579,1701245229591931373,1,1,6344008
1701245229637018393,1701245229592738867,1701245229592738867,6528,0,32635000,0,1701245229592738867,1701245229625373867,livox_frame,7,1701245229591931373,1701245229626278586,1,1,6222896
1701245229669279132,1701245229624990225,1701245229624990225,6528,0,32635000,0,1701245229624990225,1701245229657625225,livox_frame,8,1701245229620055690,1701245229662089898,1,1,6222896
1701245229703425656,1701245229659136057,1701245229659136057,6528,0,32635000,0,1701245229659136057,1701245229691771057,livox_frame,8,1701245229656151669,1701245229696040228,1,1,6118992
1701245229735848809,1701245229691476107,1701245229691476345,6528,0,32635000,0,1701245229691476345,1701245229724111345,livox_frame,8,1701245229690049053,1701245229729957373,1,1,6217043
1701245229769854921,1701245229725538254,1701245229725538254,6528,0,32635000,0,1701245229725538254,1701245229758173254,livox_frame,7,1701245229723907540,1701245229758216923,1,1,6313850
1701245229803016601,1701245229758689880,1701245229758689880,6528,0,32635000,0,1701245229758689880,1701245229791324880,livox_frame,7,1701245229758216923,1701245229794132043,1,1,6454244
1701245229835681244,1701245229791163206,1701245229791163206,6528,0,32635000,0,1701245229791163206,1701245229823798206,livox_frame,8,1701245229788003808,1701245229827936594,1,1,6128235
1701245229869779559,1701245229825476408,1701245229825476408,6528,0,32635000,0,1701245229825476408,1701245229858111408,livox_frame,8,1701245229822022454,1701245229862116870,1,1,6371595
1701245229903032245,1701245229858585835,1701245229858585835,6528,0,32635000,0,1701245229858585835,1701245229891220835,livox_frame,7,1701245229857951843,1701245229892106956,1,1,6222825
1701245229937034967,1701245229892610073,1701245229892610073,6528,0,32635000,0,1701245229892610073,1701245229925245073,livox_frame,7,1701245229892106956,1701245229926121738,1,1,6189255
1701245229969231911,1701245229924988985,1701245229924988985,6528,0,32635000,0,1701245229924988985,1701245229957623985,livox_frame,8,1701245229919932483,1701245229960955868,1,1,6189255
1701245230003540202,1701245229959154129,1701245229959154129,6528,0,32635000,0,1701245229959154129,1701245229991789129,livox_frame,8,1701245229954937339,1701245229994973972,1,1,6161247
1701245230035746095,1701245229991451025,1701245229991451263,6528,0,32635000,0,1701245229991451263,1701245230024086263,livox_frame,8,1701245229989083432,1701245230029178910,1,1,6102054
1701245230069877152,1701245230025496006,1701245230025496006,6528,0,32635000,0,1701245230025496006,1701245230058131006,livox_frame,7,1701245230023163791,1701245230058940346,1,1,6186850
1701245230103134767,1701245230058747530,1701245230058747768,6528,0,32635000,0,1701245230058747768,1701245230091382768,livox_frame,8,1701245230052942858,1701245230092912237,1,1,6001500
1701245230136893269,1701245230092443943,1701245230092443943,6528,0,32635000,0,1701245230092443943,1701245230125078943,livox_frame,8,1701245230086910737,1701245230126888117,1,1,6021318
1701245230169822315,1701245230125481844,1701245230125481844,6528,0,32635000,0,1701245230125481844,1701245230158116844,livox_frame,8,1701245230120938805,1701245230161159713,1,1,6373167
1701245230203014790,1701245230158641338,1701245230158641338,6528,0,32635000,0,1701245230158641338,1701245230191276338,livox_frame,8,1701245230157060951,1701245230197006904,1,1,6101626
1701245230237082312,1701245230192688942,1701245230192688942,6528,0,32635000,0,1701245230192688942,1701245230225323942,livox_frame,8,1701245230190905278,1701245230230927011,1,1,6101626
1701245230269159403,1701245230224805593,1701245230224805593,6528,0,32635000,0,1701245230224805593,1701245230257440593,livox_frame,8,1701245230218969383,1701245230260894933,1,1,6256868
1701245230303527305,1701245230259143114,1701245230259143114,6528,0,32635000,0,1701245230259143114,1701245230291778114,livox_frame,8,1701245230254883611,1701245230295014671,1,1,6239568
1701245230335942695,1701245230291496038,1701245230291496038,6528,0,32635000,0,1701245230291496038,1701245230324131038,livox_frame,8,1701245230288993509,1701245230328940618,1,1,6154605
1701245230369852633,1701245230325504065,1701245230325504065,6528,0,32635000,0,1701245230325504065,1701245230358139065,livox_frame,7,1701245230322893983,1701245230358975010,1,1,6096412
1701245230402995842,1701245230358677387,1701245230358677387,6528,0,32635000,0,1701245230358677387,1701245230391312387,livox_frame,8,1701245230352951537,1701245230393189447,1,1,6166832
1701245230436694975,1701245230392440081,1701245230392440081,6528,0,32635000,0,1701245230392440081,1701245230425075081,livox_frame,8,1701245230387059800,1701245230427038109,1,1,6129647
1701245230469883856,1701245230425466776,1701245230425466776,6528,0,32635000,0,1701245230425466776,1701245230458101776,livox_frame,8,1701245230420995163,1701245230461102561,1,1,6154547
1701245230502902932,1701245230458606243,1701245230458606243,6528,0,32635000,0,1701245230458606243,1701245230491241243,livox_frame,8,1701245230454948014,1701245230496884561,1,1,6154547
1701245230536928270,1701245230492655039,1701245230492655039,6528,0,32635000,0,1701245230492655039,1701245230525290039,livox_frame,7,1701245230490945679,1701245230525300155,1,1,6247296
1701245230569491142,1701245230525006533,1701245230525006533,6528,0,32635000,0,1701245230525006533,1701245230557641533,livox_frame,8,1701245230519052859,1701245230559068230,1,1,6247296
1701245230603491573,1701245230559141874,1701245230559141874,6528,0,32635000,0,1701245230559141874,1701245230591776874,livox_frame,7,1701245230559068230,1701245230594932168,1,1,6061949
1701245230635753363,1701245230591465235,1701245230591465235,6528,0,32635000,0,1701245230591465235,1701245230624100235,livox_frame,8,1701245230589014406,1701245230629106043,1,1,6217450
1701245230669927855,1701245230625541210,1701245230625541210,6528,0,32635000,0,1701245230625541210,1701245230658176210,livox_frame,8,1701245230623106044,1701245230664086600,1,1,7007636
1701245230703193882,1701245230658678770,1701245230658678770,6528,0,32635000,0,1701245230658678770,1701245230691313770,livox_frame,7,1701245230658092971,1701245230691901306,1,1,6086576
1701245230736766364,1701245230692452192,1701245230692452192,6528,0,32635000,0,1701245230692452192,1701245230725087192,livox_frame,7,1701245230691901306,1701245230726085418,1,1,6086178
1701245230769197194,1701245230724855661,1701245230724855661,6528,0,32635000,0,1701245230724855661,1701245230757490661,livox_frame,8,1701245230721946912,1701245230759665280,1,1,6229421
1701245230802897650,1701245230758588076,1701245230758588076,6528,0,32635000,0,1701245230758588076,1701245230791223076,livox_frame,8,1701245230753665280,1701245230794665280,1,1,6000000
1701245230837019039,1701245230792711496,1701245230792711496,6528,0,32635000,0,1701245230792711496,1701245230825346496,livox_frame,8,1701245230788665280,1701245230828665280,1,1,6000000
1701245230869169870,1701245230824808121,1701245230824808121,6528,0,32635000,0,1701245230824808121,1701245230857443121,livox_frame,7,1701245230822665280,1701245230857664000,1,1,6000000
1701245230903418298,1701245230859155178,1701245230859155178,6528,0,32635000,0,1701245230859155178,1701245230891790178,livox_frame,8,1701245230857664000,1701245230897664000,1,1,6000000
1701245230936018323,1701245230891469479,1701245230891469479,6528,0,32635000,0,1701245230891469479,1701245230924104479,livox_frame,8,1701245230886664000,1701245230926664000,1,1,6000000
1701245230969865010,1701245230925489187,1701245230925489187,6528,0,32635000,0,1701245230925489187,1701245230958124187,livox_frame,8,1701245230920664000,1701245230961662720,1,1,6000000
1701245231003181245,1701245230958694696,1701245230958694696,6528,0,32635000,0,1701245230958694696,1701245230991329696,livox_frame,8,1701245230955662720,1701245230995662720,1,1,6000000
1701245231035628654,1701245230991153240,1701245230991153240,6528,0,32635000,0,1701245230991153240,1701245231023788240,livox_frame,7,1701245230989662720,1701245231024662720,1,1,6000000
1701245231069911958,1701245231025472164,1701245231025472164,6528,0,32635000,0,1701245231025472164,1701245231058107164,livox_frame,7,1701245231024662720,1701245231059661440,1,1,6000000
1701245231103000675,1701245231058594704,1701245231058594942,6528,0,32635000,0,1701245231058594942,1701245231091229942,livox_frame,8,1701245231053661440,1701245231093661440,1,1,6000000
