time_ns,x,y,z,qx,qy,qz,qw,frame_id,child_frame_id
1701245215591902282,0.0067155417129487905,-0.0015505705243925184,0.011023701666441574,-0.006562833963034103,0.03219795497222302,-0.0001917296979861319,0.9994599462438218,odom,imu_link
